"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","HM Revenue and Customs","Operational Delivery","London","520","485","33610","29570"
"In post","2021","No function","HM Revenue and Customs","Operational Delivery","Outside London","16115","13880","24020","21440"
"In post","2021","No function","HM Revenue and Customs","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs","Other","London","5","5","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs","Other","Outside London","30","25","64350","64670"
"In post","2021","No function","HM Revenue and Customs","Tax","London","1695","1600","42710","36670"
"In post","2021","No function","HM Revenue and Customs","Tax","Outside London","10185","9540","32600","31810"
"In post","2021","No function","HM Revenue and Customs","Unknown","London","400","395","47750","41760"
"In post","2021","No function","HM Revenue and Customs","Unknown","Outside London","2425","2315","24980","20140"
"In post","2021","No function","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Economics","London","70","70","41440","34160"
"In post","2021","No function","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","No function","HM Treasury","Operational Delivery","London","130","130","30640","28190"
"In post","2021","No function","HM Treasury","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Policy","London","1335","1310","49130","52500"
"In post","2021","No function","HM Treasury","Policy","Outside London","15","15","29760","23750"
"In post","2021","No function","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury","Tax","London","55","50","61350","59700"
"In post","2021","No function","HM Treasury","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Defence","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Defence","Knowledge and Information Management","Outside London","10","10","27760","26740"
"In post","2021","No function","Ministry of Defence","Operational Delivery","Outside London","550","520","32740","33290"
"In post","2021","No function","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Defence","Operational Research","Outside London","235","225","43430","46080"
"In post","2021","No function","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Defence","Psychology","Outside London","15","15","50040","46720"
"In post","2021","No function","Ministry of Defence","Science and Engineering","Outside London","2320","2250","40080","37360"
"In post","2021","No function","Ministry of Defence","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","20","20","30090","27530"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Operational Delivery","London","145","140","38110","33210"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","620","585","33660","30870"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Planning","London","80","80","47230","42980"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Planning","Outside London","45","45","46700","40720"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","345","305","57920","58810"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Policy","London","1055","1040","49830","53130"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Policy","Outside London","205","200","40810","36340"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Justice","Commercial","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Ministry of Justice","Communications","London","15","10","39000","37100"
"In post","2021","No function","Ministry of Justice","Communications","Outside London","10","10","26850","24030"
"In post","2021","No function","Ministry of Justice","Digital, Data and Technology","London","10","10","33760","30850"
"In post","2021","No function","Ministry of Justice","Digital, Data and Technology","Outside London","15","15","29090","29040"
"In post","2021","No function","Ministry of Justice","Finance","London","20","20","40080","36800"
"In post","2021","No function","Ministry of Justice","Finance","Outside London","30","25","22720","20100"
"In post","2021","No function","Ministry of Justice","Human Resources","London","10","10","[c]","[c]"
"In post","2021","No function","Ministry of Justice","Human Resources","Outside London","20","20","25350","21170"
"In post","2021","No function","Ministry of Justice","Intelligence Analysis","London","70","65","36820","32760"
"In post","2021","No function","Ministry of Justice","Intelligence Analysis","Outside London","390","380","29840","27380"
"In post","2021","No function","Ministry of Justice","Knowledge and Information Management","London","35","35","33700","30410"
"In post","2021","No function","Ministry of Justice","Knowledge and Information Management","Outside London","35","35","26300","22570"
"In post","2021","No function","Ministry of Justice","Operational Delivery","London","9720","9310","31130","28600"
"In post","2021","No function","Ministry of Justice","Operational Delivery","Outside London","57930","53805","27280","25300"
"In post","2021","No function","Ministry of Justice","Operational Delivery","Unknown","20","15","21470","19930"
"In post","2021","No function","Ministry of Justice","Other","London","65","65","35560","33520"
