"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Government Legal Department","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Cabinet Office (excl. agencies)","35","[c]","42290","32910"
"Leaver Dept.","2021","Mixed","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
