"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Counter Fraud","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","G6","15","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","G7","30","30","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","HEO","65","55","33010","31810"
"In post","2021","Declared disabled","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","AO","250","210","21320","21320"
"In post","2021","Declared disabled","Debt","Operational Delivery","EO","75","65","26800","25560"
"In post","2021","Declared disabled","Debt","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","AO","30","30","21960","21580"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","EO","220","210","27590","26740"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","G6","35","35","65910","64670"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","G7","125","125","55760","52920"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","HEO","225","215","33360","33290"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SEO","190","185","41290","40390"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","G7","50","50","56150","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
