"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA","Heterosexual / straight","145","[c]","17330","16930"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA","Unknown","70","[c]","17480","16880"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AO","Heterosexual / straight","430","[c]","20420","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AO","Undeclared","90","[c]","20430","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AO","Unknown","255","[c]","20380","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Heterosexual / straight","90","[c]","24010","23670"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","HEO","Heterosexual / straight","35","[c]","30110","30800"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","HEO","Unknown","35","[c]","30050","30850"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO","Heterosexual / straight","60","[c]","40590","42860"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AO","Heterosexual / straight","40","[c]","22410","22350"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","AO","Unknown","35","[c]","22570","22350"
"Leaver CS","2021","HM Land Registry","HM Land Registry","EO","Heterosexual / straight","50","[c]","27280","27130"
"Leaver CS","2021","HM Land Registry","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","HEO","Heterosexual / straight","30","[c]","34240","33840"
"Leaver CS","2021","HM Land Registry","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AA","Heterosexual / straight","290","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AA","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AA","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AA","Unknown","315","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AO","Heterosexual / straight","1175","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AO","LGBO","95","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AO","Undeclared","115","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","AO","Unknown","780","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","Heterosexual / straight","190","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","HEO","Heterosexual / straight","105","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Heterosexual / straight","450","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","Unknown","155","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","Unknown","2285","[c]","[c]","[c]"
