"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Defence Equipment and Support","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","425","[c]","26980","27570"
"New entrant CS","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Land Registry","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Prison and Probation Service","Ministry of Justice","45","[c]","26450","22920"
"New entrant CS","2021","40-49","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Home Office (incl. agencies)","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Public Health England","Department of Health and Social Care","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Social Security Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","45","[c]","25870","24920"
"New entrant CS","2021","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","75","[c]","52610","49700"
"New entrant CS","2021","40-49","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","10","[c]","[c]","[c]"
