"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Analysis","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","National Savings and Investments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","20","20","32240","32010"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Finance","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","Economics","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Economics","85","85","28830","29540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Operational Delivery","90","90","29990","29540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Operational Research","20","20","31340","32290"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Social Research","240","235","33290","32540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Statistics","200","200","32910","32540"
"In post","2021","20-29","Analysis","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Valuation Office Agency","Statistics","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Economics","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","Unknown","115","115","47800","54700"
"In post","2021","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Commercial Service","Commercial","70","70","28230","27770"
"In post","2021","20-29","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Commercial","20","20","27720","26670"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Other","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Project Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Science and Engineering","15","15","31120","31950"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","Commercial","20","20","25140","22780"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","Commercial","35","35","33620","30830"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","20","20","34750","35900"
"In post","2021","20-29","Commercial","Department for International Trade","Commercial","10","10","33700","35140"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","55","55","40080","40650"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","Commercial","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Standards Agency","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","Commercial","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","Commercial","40","40","32690","30450"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","15","15","29460","30690"
"In post","2021","20-29","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Met Office","Commercial","10","10","33950","33510"
"In post","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","Commercial","170","170","31120","33000"
"In post","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","85","85","26190","26350"
"In post","2021","20-29","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice (excl. agencies)","Commercial","15","15","30590","32550"
"In post","2021","20-29","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","10","10","28970","30850"
"In post","2021","20-29","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Public Health England","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Courts and Tribunals Service","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Prison Service","Commercial","20","15","23360","20810"
"In post","2021","20-29","Commercial","Submarine Delivery Agency","Commercial","25","25","30070","29750"
"In post","2021","20-29","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","UK Export Finance","Operational Delivery","35","35","37130","33000"
"In post","2021","20-29","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","Unknown","115","115","36190","34550"
"In post","2021","20-29","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Competition and Markets Authority","Communications","10","10","32970","33610"
"In post","2021","20-29","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Prosecution Service","Communications","15","15","34970","31560"
"In post","2021","20-29","Communications","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Defence Equipment and Support","Communications","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Defence Equipment and Support","Other","10","10","22670","19240"
"In post","2021","20-29","Communications","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
