"Status","Year","Age","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","ESTYN","G6/G7","10","10","73570","74730"
"In post","2021","60-64","ESTYN","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","15","15","27430","24900"
"In post","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","EO","10","10","28320","28530"
"In post","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","25","20","59710","57760"
"In post","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","50","45","41650","42570"
"In post","2021","60-64","Food Standards Agency","Food Standards Agency","EO","75","70","27650","26750"
"In post","2021","60-64","Food Standards Agency","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Food Standards Agency","SEO/HEO","25","25","36800","36620"
"In post","2021","60-64","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Scotland","Scottish Government","EO","10","10","29150","29190"
"In post","2021","60-64","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Scotland","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","30","30","25910","26250"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","45","45","30540","30630"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","80","80","64130","63670"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","45","45","90930","82890"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","65","60","40530","38600"
"In post","2021","60-64","Forestry and Land Scotland","Scottish Government","AA/AO","60","55","25370","26530"
"In post","2021","60-64","Forestry and Land Scotland","Scottish Government","EO","25","20","33170","35330"
"In post","2021","60-64","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Forestry and Land Scotland","Scottish Government","SEO/HEO","20","15","41700","38450"
"In post","2021","60-64","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Actuary's Department","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","HM Treasury","SEO/HEO","35","30","42170","43860"
"In post","2021","60-64","Government Legal Department","Attorney General's Departments","AA/AO","10","5","[c]","[c]"
"In post","2021","60-64","Government Legal Department","Attorney General's Departments","EO","15","10","28610","27940"
"In post","2021","60-64","Government Legal Department","Attorney General's Departments","G6/G7","50","45","68620","70230"
"In post","2021","60-64","Government Legal Department","Attorney General's Departments","SCS level","20","15","94100","89490"
"In post","2021","60-64","Government Legal Department","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Other Cabinet Office Agencies","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Department for Work and Pensions","AA/AO","40","30","22720","22160"
"In post","2021","60-64","Health and Safety Executive","Department for Work and Pensions","EO","35","30","29130","29750"
"In post","2021","60-64","Health and Safety Executive","Department for Work and Pensions","G6/G7","45","40","64050","59630"
"In post","2021","60-64","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","95","85","51670","45870"
"In post","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1235","1040","19670","19830"
"In post","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","EO","170","150","25010","24550"
"In post","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","45","40","59050","57650"
"In post","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","175","145","38250","38460"
"In post","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","HM Land Registry","AA/AO","80","65","22500","22350"
"In post","2021","60-64","HM Land Registry","HM Land Registry","EO","180","125","27390","27130"
"In post","2021","60-64","HM Land Registry","HM Land Registry","G6/G7","20","15","65780","65970"
"In post","2021","60-64","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","HM Land Registry","SEO/HEO","220","145","36860","33840"
"In post","2021","60-64","HM Prison and Probation Service","Ministry of Justice","AA/AO","1990","1555","25480","23240"
"In post","2021","60-64","HM Prison and Probation Service","Ministry of Justice","EO","450","350","31180","32040"
"In post","2021","60-64","HM Prison and Probation Service","Ministry of Justice","G6/G7","45","40","77440","76280"
"In post","2021","60-64","HM Prison and Probation Service","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","355","290","42070","38160"
"In post","2021","60-64","HM Prison and Probation Service","Ministry of Justice","Unknown","955","820","30700","28200"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","2275","1710","21110","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","1260","930","27780","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","440","340","60440","59160"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","25","20","90950","88840"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","1325","1015","36420","35000"
"In post","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","EO","5","5","[c]","[c]"
"In post","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","AA/AO","810","665","22100","21430"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","EO","860","645","28320","27370"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","G6/G7","140","125","62910","62290"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","SCS level","20","15","103850","92970"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","SEO/HEO","365","305","37230","36370"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","45","40","21300","20880"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","15","10","26360","26290"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","10","10","60120","58080"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","50","40","39100","38510"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","AA/AO","40","35","20320","19960"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","EO","20","20","26880","27680"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","SEO/HEO","15","15","37150","37920"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","AA/AO","20","15","23520","21590"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","EO","10","10","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","G6/G7","20","20","64990","70620"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","35","30","42190","41090"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","10","10","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","30","25","61880","62910"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","20","20","94310","89960"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","15","15","40920","41130"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","EO","10","10","26800","26850"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","25","20","53450","51160"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","50","40","37350","37120"
