"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","Outside London","35","35","41760","38660"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","Outside London","40","35","41060","37410"
"In post","2021","Declared disabled","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","Outside London","30","30","34350","32180"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","Outside London","205","175","29150","25560"
"In post","2021","Declared disabled","Finance","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","Outside London","190","180","34810","30750"
"In post","2021","Declared disabled","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Housing, Communities and Local Government","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Justice","London","40","40","44480","41380"
"In post","2021","Declared disabled","Finance","Ministry of Justice","Outside London","50","45","35170","30710"
"In post","2021","Declared disabled","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","United Kingdom Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","155","140","25600","21050"
"In post","2021","Declared disabled","Grants Management","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Attorney General's Departments","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Cabinet Office","London","90","85","48030","41820"
"In post","2021","Declared disabled","Human Resources","Cabinet Office","Outside London","95","85","33400","32000"
"In post","2021","Declared disabled","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","30","25","36940","32730"
"In post","2021","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","35","35","41620","37840"
"In post","2021","Declared disabled","Human Resources","Department for International Trade","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Transport","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Transport","Outside London","35","30","31670","31210"
"In post","2021","Declared disabled","Human Resources","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department of Health and Social Care","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Department of Health and Social Care","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office","London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HM Land Registry","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HM Revenue and Customs","London","25","25","[c]","[c]"
