"Status","Year","Disability","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Digital, Data & Technology","Public Health England","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Cabinet Office (excl. agencies)","Cabinet Office","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Defence Equipment and Support","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","Undeclared","Finance","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Department for Education (excl. agencies)","Department for Education","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","25","25","[c]","[c]"
"In post","2021","Undeclared","Finance","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Department for Transport (excl. agencies)","Department for Transport","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","Driver and Vehicle Licensing Agency","Department for Transport","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","Education and Skills Funding Agency","Department for Education","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Food Standards Agency","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Courts and Tribunals Service","Ministry of Justice","25","25","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","130","120","33220","31810"
"In post","2021","Undeclared","Finance","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","90","90","34240","33000"
"In post","2021","Undeclared","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","60","60","43180","41410"
"In post","2021","Undeclared","Finance","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Public Health England","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40","35","29410","25590"
"In post","2021","Undeclared","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","65","60","36100","32000"
"In post","2021","Undeclared","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Defence Equipment and Support","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Education (excl. agencies)","Department for Education","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Department for Transport (excl. agencies)","Department for Transport","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Food Standards Agency","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Health and Safety Executive","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Prison and Probation Service","Ministry of Justice","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","65","60","33760","31810"
"In post","2021","Undeclared","Human Resources","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","110","105","29850","26670"
"In post","2021","Undeclared","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","85","80","42600","40770"
"In post","2021","Undeclared","Human Resources","Public Health England","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
