"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AA/AO","AO","15","15","20980","19930"
"In post","2021","Operational Delivery","Unknown","EO","EO","35","30","28950","26930"
"In post","2021","Operational Delivery","Unknown","G6/G7","G7","10","10","57590","60990"
"In post","2021","Operational Delivery","Unknown","SEO/HEO","HEO","55","55","42310","43630"
"In post","2021","Operational Delivery","Unknown","SEO/HEO","SEO","25","25","48150","48900"
"In post","2021","Operational Delivery","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Operational Research","London","EO","EO","25","25","30420","29570"
"In post","2021","Operational Research","London","G6/G7","G6","30","30","72010","71290"
"In post","2021","Operational Research","London","G6/G7","G7","110","105","60750","59160"
"In post","2021","Operational Research","London","SCS level","SCS level","20","20","80180","78890"
"In post","2021","Operational Research","London","SEO/HEO","HEO","115","115","35630","36160"
"In post","2021","Operational Research","London","SEO/HEO","SEO","85","80","45530","44870"
"In post","2021","Operational Research","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AA/AO","AO","25","20","20820","21580"
"In post","2021","Operational Research","Outside London","EO","EO","30","30","25790","26350"
"In post","2021","Operational Research","Outside London","G6/G7","G6","30","30","64400","66430"
"In post","2021","Operational Research","Outside London","G6/G7","G7","335","315","49660","46770"
"In post","2021","Operational Research","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Operational Research","Outside London","SEO/HEO","HEO","165","165","30570","29000"
"In post","2021","Operational Research","Outside London","SEO/HEO","SEO","195","190","38870","37700"
"In post","2021","Operational Research","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","AA/AO","AA","150","145","22170","22210"
"In post","2021","Other","London","AA/AO","AO","570","535","25610","25390"
"In post","2021","Other","London","EO","EO","1170","1110","28050","28650"
"In post","2021","Other","London","G6/G7","G6","355","330","74940","68940"
"In post","2021","Other","London","G6/G7","G7","540","530","55900","56830"
"In post","2021","Other","London","SCS level","SCS level","165","160","95930","88520"
"In post","2021","Other","London","SEO/HEO","HEO","760","745","34480","35060"
"In post","2021","Other","London","SEO/HEO","SEO","470","460","42180","41970"
"In post","2021","Other","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Outside London","AA/AO","AA","1990","1895","19220","18800"
"In post","2021","Other","Outside London","AA/AO","AO","5105","4860","21530","21130"
"In post","2021","Other","Outside London","EO","EO","3955","3775","25920","26670"
"In post","2021","Other","Outside London","G6/G7","G6","255","250","70290","68010"
"In post","2021","Other","Outside London","G6/G7","G7","690","670","55590","53920"
"In post","2021","Other","Outside London","SCS level","SCS level","80","75","95740","88270"
"In post","2021","Other","Outside London","SEO/HEO","HEO","2545","2440","32340","33060"
"In post","2021","Other","Outside London","SEO/HEO","SEO","1400","1340","40730","40580"
"In post","2021","Other","Outside London","Unknown","Unknown","225","220","43550","40660"
"In post","2021","Other","Overseas","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Other","Overseas","EO","EO","20","20","26800","26670"
"In post","2021","Other","Overseas","G6/G7","G6","70","70","68860","67740"
"In post","2021","Other","Overseas","G6/G7","G7","40","40","59350","56660"
"In post","2021","Other","Overseas","SCS level","SCS level","25","25","78270","78030"
"In post","2021","Other","Overseas","SEO/HEO","HEO","205","205","42570","41600"
"In post","2021","Other","Overseas","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Other","Unknown","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Other","Unknown","AA/AO","AO","10","10","22000","22080"
"In post","2021","Other","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","Unknown","1835","1835","37610","34460"
"In post","2021","Planning","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","EO","EO","15","10","28530","27850"
"In post","2021","Planning","London","G6/G7","G6","10","10","66070","64740"
"In post","2021","Planning","London","G6/G7","G7","25","25","55040","53450"
"In post","2021","Planning","London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Planning","London","SEO/HEO","HEO","20","15","34600","33590"
"In post","2021","Planning","London","SEO/HEO","SEO","25","25","41220","40290"
"In post","2021","Planning","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","G6/G7","G7","20","20","54600","54740"
"In post","2021","Planning","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SEO/HEO","HEO","30","25","35210","34860"
"In post","2021","Planning","Outside London","SEO/HEO","SEO","35","30","41920","40720"
"In post","2021","Planning","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G6/G7","G6","205","175","64020","58810"
"In post","2021","Planning Inspectors","Outside London","G6/G7","G7","140","130","48610","47660"
"In post","2021","Planning Inspectors","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","AA/AO","AA","10","10","21680","21770"
"In post","2021","Policy","London","AA/AO","AO","355","345","25380","24880"
"In post","2021","Policy","London","EO","EO","1750","1710","29120","28670"
"In post","2021","Policy","London","G6/G7","G6","2465","2380","67510","66230"
"In post","2021","Policy","London","G6/G7","G7","5895","5740","55730","54400"
"In post","2021","Policy","London","SCS level","SCS level","1395","1340","85440","77450"
"In post","2021","Policy","London","SEO/HEO","HEO","4595","4535","34690","34020"
"In post","2021","Policy","London","SEO/HEO","SEO","3210","3140","41850","41070"
"In post","2021","Policy","London","Unknown","Unknown","15","15","46610","46990"
"In post","2021","Policy","Outside London","AA/AO","AA","40","40","18090","17600"
"In post","2021","Policy","Outside London","AA/AO","AO","365","345","22260","21590"
"In post","2021","Policy","Outside London","EO","EO","900","855","26730","26670"
"In post","2021","Policy","Outside London","G6/G7","G6","510","490","64360","62940"
"In post","2021","Policy","Outside London","G6/G7","G7","1655","1600","52920","50890"
"In post","2021","Policy","Outside London","SCS level","SCS level","225","220","86090","78460"
"In post","2021","Policy","Outside London","SEO/HEO","HEO","1980","1895","32750","31810"
"In post","2021","Policy","Outside London","SEO/HEO","SEO","1945","1865","40470","38630"
"In post","2021","Policy","Outside London","Unknown","Unknown","10","10","40810","38850"
"In post","2021","Policy","Overseas","AA/AO","AO","20","20","23050","23000"
"In post","2021","Policy","Overseas","EO","EO","40","40","27770","28150"
"In post","2021","Policy","Overseas","G6/G7","G6","290","290","65390","65030"
"In post","2021","Policy","Overseas","G6/G7","G7","550","550","55200","55060"
"In post","2021","Policy","Overseas","SCS level","SCS level","215","215","86410","76150"
"In post","2021","Policy","Overseas","SEO/HEO","HEO","500","500","34260","34220"
"In post","2021","Policy","Overseas","SEO/HEO","SEO","130","130","40810","40290"
"In post","2021","Policy","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Policy","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA/AO","AO","50","50","24460","24370"
"In post","2021","Project Delivery","London","EO","EO","330","320","29060","29080"
"In post","2021","Project Delivery","London","G6/G7","G6","435","425","70370","69500"
"In post","2021","Project Delivery","London","G6/G7","G7","960","935","56950","57460"
"In post","2021","Project Delivery","London","SCS level","SCS level","255","250","94660","93000"
"In post","2021","Project Delivery","London","SEO/HEO","HEO","825","810","35460","35070"
"In post","2021","Project Delivery","London","SEO/HEO","SEO","785","770","42630","42200"
"In post","2021","Project Delivery","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AA/AO","AA","10","10","18930","19300"
"In post","2021","Project Delivery","Outside London","AA/AO","AO","250","240","21300","21130"
"In post","2021","Project Delivery","Outside London","EO","EO","1560","1490","25990","26670"
"In post","2021","Project Delivery","Outside London","G6/G7","G6","650","640","64670","64670"
"In post","2021","Project Delivery","Outside London","G6/G7","G7","2230","2180","51920","52580"
"In post","2021","Project Delivery","Outside London","SCS level","SCS level","170","165","88000","80550"
"In post","2021","Project Delivery","Outside London","SEO/HEO","HEO","3130","3020","32240","33000"
"In post","2021","Project Delivery","Outside London","SEO/HEO","SEO","3645","3520","39830","40000"
"In post","2021","Project Delivery","Outside London","Unknown","Unknown","535","520","43270","40790"
"In post","2021","Project Delivery","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","EO","15","15","27930","26800"
"In post","2021","Project Delivery","Overseas","G6/G7","G6","10","10","68880","66680"
"In post","2021","Project Delivery","Overseas","G6/G7","G7","45","45","55520","55260"
"In post","2021","Project Delivery","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO/HEO","HEO","35","35","36690","35640"
"In post","2021","Project Delivery","Overseas","SEO/HEO","SEO","45","45","45080","44650"
"In post","2021","Project Delivery","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","SEO","10","10","42950","44850"
"In post","2021","Project Delivery","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Property","London","AA/AO","AA","30","30","18840","18730"
"In post","2021","Property","London","AA/AO","AO","65","60","25630","25430"
"In post","2021","Property","London","EO","EO","260","245","29980","29630"
"In post","2021","Property","London","G6/G7","G6","125","120","68380","65690"
"In post","2021","Property","London","G6/G7","G7","185","180","59050","59500"
"In post","2021","Property","London","SCS level","SCS level","30","30","96350","92550"
"In post","2021","Property","London","SEO/HEO","HEO","225","215","36280","36160"
"In post","2021","Property","London","SEO/HEO","SEO","185","180","45590","46000"
"In post","2021","Property","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Outside London","AA/AO","AA","580","560","17960","17230"
"In post","2021","Property","Outside London","AA/AO","AO","340","310","21480","21100"
"In post","2021","Property","Outside London","EO","EO","1210","1135","26380","26470"
"In post","2021","Property","Outside London","G6/G7","G6","210","205","65100","64370"
"In post","2021","Property","Outside London","G6/G7","G7","605","585","53260","54540"
"In post","2021","Property","Outside London","SCS level","SCS level","40","40","85630","75310"
"In post","2021","Property","Outside London","SEO/HEO","HEO","1440","1385","32670","33300"
"In post","2021","Property","Outside London","SEO/HEO","SEO","1180","1125","41460","40980"
"In post","2021","Property","Outside London","Unknown","Unknown","40","40","26120","21600"
"In post","2021","Property","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
