"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","Wales","HEO","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","G7","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","London","SEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Legal","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","AO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","EO","20","20","30310","30270"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","G7","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","HEO","15","15","36050","35700"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","London","SEO","15","15","44350","44480"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","South East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","London","HEO","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","East Midlands (England)","G7","10","10","79150","80160"
"In post","2021","Department for Transport (excl. agencies)","Other","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","London","AO","90","75","31410","32740"
"In post","2021","Department for Transport (excl. agencies)","Other","London","EO","105","100","29310","30270"
"In post","2021","Department for Transport (excl. agencies)","Other","London","G6","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","London","G7","15","15","56490","54760"
"In post","2021","Department for Transport (excl. agencies)","Other","London","HEO","40","40","35330","35240"
"In post","2021","Department for Transport (excl. agencies)","Other","London","SCS level","10","10","99980","81800"
"In post","2021","Department for Transport (excl. agencies)","Other","London","SEO","20","20","43400","43360"
"In post","2021","Department for Transport (excl. agencies)","Other","North East (England)","AO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Other","South East (England)","AO","20","15","21590","21590"
"In post","2021","Department for Transport (excl. agencies)","Other","South East (England)","EO","20","15","26020","26700"
"In post","2021","Department for Transport (excl. agencies)","Other","South East (England)","G6","15","15","90120","92850"
"In post","2021","Department for Transport (excl. agencies)","Other","South East (England)","G7","50","50","77820","78400"
