"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1835","1835","37620","34460"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","30","25","46760","40380"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Outside London","80","75","47880","46600"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","Outside London","20","20","47760","46600"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","London","20","20","56350","46600"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","Outside London","7785","7455","43000","38540"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","Overseas","15","15","76280","70780"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","Outside London","50","45","54160","52480"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","Outside London","285","260","29650","26160"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","Outside London","1135","1100","31620","26650"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","Outside London","240","230","29770","26160"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Scottish Government","Outside London","495","480","44230","42190"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","155","150","43500","40060"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","London","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","Outside London","5685","5375","40950","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","Overseas","10","10","58170","60830"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","Outside London","40","40","45420","43760"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","30","[c]","33240","29750"
"Leaver CS","2021","Analysis","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Competition and Markets Authority","London","10","[c]","53770","59010"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","25","[c]","28600","24300"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","Department for International Trade","London","15","[c]","26160","24410"
"Leaver CS","2021","Analysis","Government Actuary's Department","Chancellor's other departments","London","15","[c]","43100","32730"
"Leaver CS","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","10","[c]","31550","26340"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","London","20","[c]","41430","40480"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","65","[c]","28970","19130"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","London","15","[c]","57170","62010"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","45","[c]","86050","78880"
"Leaver CS","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","15","[c]","30840","28270"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Ministry of Defence","Outside London","15","[c]","46850","39990"
"Leaver CS","2021","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","35000","36070"
"Leaver CS","2021","Commercial","Department for International Development","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
