"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","EO","50","[c]","28700","27570"
"Leaver Dept.","2021","Black","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
