"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Operational Delivery","London","265","[c]","36700","36200"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Operational Delivery","Outside London","620","[c]","32050","32770"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Project Delivery","Outside London","15","[c]","45740","42820"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Policy","London","10","[c]","42980","42000"
"New entrant CS","2021","National Records of Scotland","Scottish Government","Unknown","Outside London","40","[c]","33940","30650"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","Outside London","10","[c]","41640","39460"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","London","25","[c]","62940","70500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","Outside London","65","[c]","63800","70500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","Outside London","10","[c]","23360","21160"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","London","15","[c]","64310","59500"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","15","[c]","43780","42000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","London","75","[c]","35740","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Outside London","125","[c]","26080","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","London","15","[c]","31120","30450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","Outside London","[c]","[c]","[c]","[c]"
