"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","550","[c]","26220","27570"
"Leaver CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","50","[c]","24320","21590"
"Leaver CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","26150","26350"
"Leaver CS","2021","30-39","Education and Skills Funding Agency","Department for Education","15","[c]","39720","38210"
"Leaver CS","2021","30-39","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","25","[c]","47200","46030"
"Leaver CS","2021","30-39","Forestry and Land Scotland","Scottish Government","15","[c]","29370","28120"
"Leaver CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","Attorney General's Departments","30","[c]","49610","51010"
"Leaver CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","10","[c]","33770","30820"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","140","[c]","24220","20910"
"Leaver CS","2021","30-39","HM Land Registry","HM Land Registry","25","[c]","31290","26860"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","855","[c]","27570","29060"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","465","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Home Office","210","[c]","29360","25310"
"Leaver CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","10","[c]","30290","26710"
"Leaver CS","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","25","[c]","29110","26590"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30","[c]","42990","40060"
"Leaver CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","265","[c]","31170","29930"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","20","[c]","41410","38230"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","35","[c]","39500","36800"
"Leaver CS","2021","30-39","National Crime Agency","National Crime Agency","25","[c]","38920","39840"
"Leaver CS","2021","30-39","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","20","[c]","38530","31700"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20","[c]","42390","39390"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","15","[c]","23400","21170"
"Leaver CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Department of Health and Social Care","195","[c]","36480","34530"
"Leaver CS","2021","30-39","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","25","[c]","27020","29880"
"Leaver CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","23040","21050"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","15","[c]","24820","20850"
"Leaver CS","2021","30-39","Scottish Forestry","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","45","[c]","36010","32140"
"Leaver CS","2021","30-39","Scottish Prison Service","Scottish Government","45","[c]","29580","28640"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Attorney General's Departments","10","[c]","46220","41200"
"Leaver CS","2021","30-39","Social Security Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","The National Archives","10","[c]","32000","28460"
"Leaver CS","2021","30-39","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","50","[c]","36860","36720"
"Leaver CS","2021","30-39","Valuation Office Agency","HM Revenue and Customs","15","[c]","30760","21100"
"Leaver CS","2021","30-39","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","10","[c]","44230","40980"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","20","[c]","36690","30700"
"Leaver CS","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","[c]","25850","24250"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","29470","26520"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","45","[c]","62930","59720"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","10","[c]","60100","58270"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","10","[c]","35300","29040"
"Leaver CS","2021","40-49","Crown Prosecution Service","Attorney General's Departments","25","[c]","46130","55000"
"Leaver CS","2021","40-49","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Ministry of Defence","40","[c]","38150","34830"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","25","[c]","38080","37320"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","25","[c]","59510","60900"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","49890","53000"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Department for Education","45","[c]","53480","50130"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","30","[c]","50750","48580"
"Leaver CS","2021","40-49","Department for International Development","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Department for International Trade","15","[c]","64520","59580"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","10","[c]","47600","42140"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","520","[c]","26680","25110"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Department for Transport","30","[c]","23690","21590"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Department for Transport","30","[c]","27660","26580"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","[c]","59130","60720"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
