"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","40","40","23780","21270"
"In post","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","30","30","24620","23660"
"In post","2021","20-29","Public Health England","Department of Health and Social Care","Female","880","835","28120","26880"
"In post","2021","20-29","Public Health England","Department of Health and Social Care","Male","350","330","28100","26830"
"In post","2021","20-29","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Scottish Government","Female","90","90","27940","30080"
"In post","2021","20-29","Registers of Scotland","Scottish Government","Male","90","90","27210","24130"
"In post","2021","20-29","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Royal Fleet Auxiliary","Ministry of Defence","Female","60","60","28000","28980"
"In post","2021","20-29","Royal Fleet Auxiliary","Ministry of Defence","Male","305","305","29190","28980"
"In post","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","145","145","22700","21050"
"In post","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","115","110","22590","21050"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","20","20","[c]","[c]"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","5","5","[c]","[c]"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","Female","160","155","24440","22820"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","Male","75","75","24930","22820"
"In post","2021","20-29","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Forestry","Scottish Government","Female","10","5","[c]","[c]"
"In post","2021","20-29","Scottish Forestry","Scottish Government","Male","10","10","[c]","[c]"
"In post","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","Female","785","775","30340","29190"
"In post","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","Male","525","525","30170","30650"
"In post","2021","20-29","Scottish Prison Service","Scottish Government","Female","360","345","25470","24450"
"In post","2021","20-29","Scottish Prison Service","Scottish Government","Male","295","290","25590","25870"
"In post","2021","20-29","Scottish Public Pensions Agency","Scottish Government","Female","10","10","[c]","[c]"
"In post","2021","20-29","Scottish Public Pensions Agency","Scottish Government","Male","20","20","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Attorney General's Departments","Female","45","45","32200","31710"
"In post","2021","20-29","Serious Fraud Office","Attorney General's Departments","Male","35","35","33330","33100"
"In post","2021","20-29","Social Security Scotland","Scottish Government","Female","145","140","25240","26160"
"In post","2021","20-29","Social Security Scotland","Scottish Government","Male","100","100","26530","23340"
"In post","2021","20-29","Standards and Testing Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","20-29","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Student Awards Agency for Scotland","Scottish Government","Female","35","35","23210","22230"
"In post","2021","20-29","Student Awards Agency for Scotland","Scottish Government","Male","30","30","23160","22230"
"In post","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Female","115","115","28930","28660"
"In post","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Male","255","255","29280","28230"
"In post","2021","20-29","Teaching Regulation Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","20-29","Teaching Regulation Agency","Department for Education","Male","10","10","[c]","[c]"
"In post","2021","20-29","The National Archives","The National Archives","Female","50","50","27460","28040"
"In post","2021","20-29","The National Archives","The National Archives","Male","25","25","[c]","[c]"
"In post","2021","20-29","Transport Scotland","Scottish Government","Female","35","35","29280","30650"
"In post","2021","20-29","Transport Scotland","Scottish Government","Male","30","30","30510","30650"
"In post","2021","20-29","UK Export Finance","UK Export Finance","Female","30","30","35280","33000"
"In post","2021","20-29","UK Export Finance","UK Export Finance","Male","40","40","36510","33000"
"In post","2021","20-29","UK Hydrographic Office","Ministry of Defence","Female","30","30","25650","26740"
"In post","2021","20-29","UK Hydrographic Office","Ministry of Defence","Male","85","85","28170","26740"
"In post","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","135","135","27720","23320"
"In post","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","150","150","29930","29890"
"In post","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","25","25","[c]","[c]"
"In post","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","UK Supreme Court","Female","10","10","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","UK Supreme Court","Male","5","5","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","700","680","29930","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","500","485","29710","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","HM Revenue and Customs","Female","230","220","26050","24500"
"In post","2021","20-29","Valuation Office Agency","HM Revenue and Customs","Male","255","250","27820","25860"
"In post","2021","20-29","Vehicle Certification Agency","Department for Transport","Female","15","15","[c]","[c]"
"In post","2021","20-29","Vehicle Certification Agency","Department for Transport","Male","25","25","[c]","[c]"
"In post","2021","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2021","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2021","20-29","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Wales Office","Male","10","10","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Female","15","15","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Female","305","295","26920","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Male","240","235","27010","23830"
"In post","2021","20-29","Welsh Revenue Authority","Welsh Government","Female","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Accountant in Bankruptcy","Scottish Government","Female","30","25","[c]","[c]"
"In post","2021","30-39","Accountant in Bankruptcy","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","130","120","30270","30950"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","100","100","30100","30950"
"In post","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","335","310","29190","27960"
"In post","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","175","170","29530","28270"
"In post","2021","30-39","Attorney General's Office","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2021","30-39","Attorney General's Office","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Female","1240","1195","48150","52630"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Male","1130","1125","50090","54700"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","85","80","30540","29270"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","80","80","32940","29750"
"In post","2021","30-39","Charity Commission","Charity Commission","Female","55","50","34590","29160"
"In post","2021","30-39","Charity Commission","Charity Commission","Male","55","55","34960","31810"
"In post","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Female","125","105","29200","25100"
"In post","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Male","125","125","32340","30690"
"In post","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Female","165","155","56750","56090"
"In post","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Male","135","135","63520","59990"
"In post","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","Female","40","35","25570","22570"
"In post","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","Male","45","40","25480","24440"
"In post","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Female","140","130","36180","34800"
