"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Veterinary Medicines Directorate","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinary Medicines Directorate","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Operational Delivery","20","20","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Unknown","185","185","47420","40600"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Project Delivery","15","15","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Criminal Injuries Compensation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
