"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Met Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","National Crime Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department of Health and Social Care (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Revenue and Customs (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
