"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Security","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","AA/AO","Male","225","225","30090","28890"
"In post","2021","Undeclared","Security","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","EO","Male","50","50","37410","43920"
"In post","2021","Undeclared","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","SEO/HEO","Female","35","30","36570","36160"
"In post","2021","Undeclared","Security","SEO/HEO","Male","80","75","40170","36410"
"In post","2021","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA/AO","Female","1240","1000","21560","21010"
"In post","2021","Undeclared","Unknown","AA/AO","Male","1020","965","21360","21010"
"In post","2021","Undeclared","Unknown","EO","Female","1720","1485","28200","27570"
"In post","2021","Undeclared","Unknown","EO","Male","1725","1620","28090","27570"
"In post","2021","Undeclared","Unknown","G6/G7","Female","185","175","60480","57790"
"In post","2021","Undeclared","Unknown","G6/G7","Male","355","345","61660","60290"
"In post","2021","Undeclared","Unknown","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","Female","620","585","36700","36140"
"In post","2021","Undeclared","Unknown","SEO/HEO","Male","1020","990","37400","36460"
"In post","2021","Undeclared","Unknown","Unknown","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Male","35","35","[c]","[c]"
"In post","2021","Unknown","Analysis","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","EO","Female","55","50","25730","25550"
"In post","2021","Unknown","Analysis","EO","Male","65","60","26260","26290"
"In post","2021","Unknown","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","G6/G7","Female","125","115","57220","54650"
"In post","2021","Unknown","Analysis","G6/G7","Male","170","170","57190","54840"
"In post","2021","Unknown","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","SEO/HEO","Female","185","175","34930","34710"
"In post","2021","Unknown","Analysis","SEO/HEO","Male","300","295","35110","35430"
"In post","2021","Unknown","Analysis","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","Female","35","30","22200","21130"
"In post","2021","Unknown","Commercial","AA/AO","Male","45","40","21480","20850"
"In post","2021","Unknown","Commercial","EO","Female","50","50","25790","26150"
"In post","2021","Unknown","Commercial","EO","Male","35","35","25080","25660"
"In post","2021","Unknown","Commercial","G6/G7","Female","320","310","61350","54700"
"In post","2021","Unknown","Commercial","G6/G7","Male","350","350","63530","56920"
"In post","2021","Unknown","Commercial","SCS level","Female","175","175","83430","72000"
"In post","2021","Unknown","Commercial","SCS level","Male","225","225","90790","72500"
"In post","2021","Unknown","Commercial","SEO/HEO","Female","185","175","36970","38000"
"In post","2021","Unknown","Commercial","SEO/HEO","Male","170","170","37750","38410"
"In post","2021","Unknown","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","Female","55","50","21520","21050"
"In post","2021","Unknown","Communications","AA/AO","Male","30","30","21740","21440"
"In post","2021","Unknown","Communications","EO","Female","500","480","25950","25560"
"In post","2021","Unknown","Communications","EO","Male","605","600","25710","25560"
"In post","2021","Unknown","Communications","G6/G7","Female","145","140","57650","55570"
"In post","2021","Unknown","Communications","G6/G7","Male","90","90","58170","54700"
"In post","2021","Unknown","Communications","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","Female","360","350","35660","33820"
"In post","2021","Unknown","Communications","SEO/HEO","Male","350","350","35100","31810"
"In post","2021","Unknown","Counter Fraud","AA/AO","Female","90","75","21220","20620"
"In post","2021","Unknown","Counter Fraud","AA/AO","Male","70","65","21010","20140"
"In post","2021","Unknown","Counter Fraud","EO","Female","325","305","26840","25560"
"In post","2021","Unknown","Counter Fraud","EO","Male","400","390","26830","25560"
"In post","2021","Unknown","Counter Fraud","G6/G7","Female","35","35","55420","53040"
"In post","2021","Unknown","Counter Fraud","G6/G7","Male","90","85","58360","57890"
"In post","2021","Unknown","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","Female","275","260","34580","32150"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","Male","400","390","35940","35420"
"In post","2021","Unknown","Debt","AA/AO","Female","700","630","20720","20140"
"In post","2021","Unknown","Debt","AA/AO","Male","635","620","20400","20140"
"In post","2021","Unknown","Debt","EO","Female","100","90","26420","25560"
"In post","2021","Unknown","Debt","EO","Male","90","85","26460","25560"
"In post","2021","Unknown","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","AA/AO","Female","40","40","21850","21590"
"In post","2021","Unknown","Digital, Data & Technology","AA/AO","Male","55","55","21380","21490"
"In post","2021","Unknown","Digital, Data & Technology","EO","Female","120","115","26500","26120"
"In post","2021","Unknown","Digital, Data & Technology","EO","Male","335","330","27010","26350"
"In post","2021","Unknown","Digital, Data & Technology","G6/G7","Female","205","200","56800","54700"
"In post","2021","Unknown","Digital, Data & Technology","G6/G7","Male","410","405","58120","56460"
"In post","2021","Unknown","Digital, Data & Technology","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","SEO/HEO","Female","405","395","36050","35580"
"In post","2021","Unknown","Digital, Data & Technology","SEO/HEO","Male","865","855","37010","36780"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","Female","175","145","20910","20140"
"In post","2021","Unknown","Finance","AA/AO","Male","135","120","20440","20140"
"In post","2021","Unknown","Finance","EO","Female","100","95","26580","26670"
"In post","2021","Unknown","Finance","EO","Male","75","75","25530","25560"
"In post","2021","Unknown","Finance","G6/G7","Female","105","100","56420","53590"
"In post","2021","Unknown","Finance","G6/G7","Male","120","120","58560","57170"
"In post","2021","Unknown","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","Female","250","240","36440","36160"
"In post","2021","Unknown","Finance","SEO/HEO","Male","230","225","35950","35000"
"In post","2021","Unknown","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","AA/AO","Female","225","210","20980","21050"
"In post","2021","Unknown","Grants Management","AA/AO","Male","195","190","20990","21050"
"In post","2021","Unknown","Grants Management","EO","Female","100","90","25140","25100"
"In post","2021","Unknown","Grants Management","EO","Male","80","75","25020","24920"
"In post","2021","Unknown","Grants Management","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Grants Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","SEO/HEO","Female","40","35","32270","30820"
"In post","2021","Unknown","Grants Management","SEO/HEO","Male","35","35","32700","31500"
"In post","2021","Unknown","Human Resources","AA/AO","Female","120","110","21190","20920"
"In post","2021","Unknown","Human Resources","AA/AO","Male","55","55","21050","20920"
"In post","2021","Unknown","Human Resources","EO","Female","145","140","26550","26550"
"In post","2021","Unknown","Human Resources","EO","Male","70","65","26950","27130"
"In post","2021","Unknown","Human Resources","G6/G7","Female","100","100","57130","55000"
"In post","2021","Unknown","Human Resources","G6/G7","Male","50","50","56660","54540"
"In post","2021","Unknown","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","Female","250","235","35710","35230"
"In post","2021","Unknown","Human Resources","SEO/HEO","Male","140","140","35620","35000"
"In post","2021","Unknown","Human Resources","Unknown","Female","10","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","AA/AO","Female","740","635","21890","22820"
"In post","2021","Unknown","Legal","AA/AO","Male","335","310","21410","20850"
"In post","2021","Unknown","Legal","EO","Female","475","435","28430","29350"
"In post","2021","Unknown","Legal","EO","Male","195","195","28050","29350"
"In post","2021","Unknown","Legal","G6/G7","Female","475","435","59900","59160"
"In post","2021","Unknown","Legal","G6/G7","Male","305","295","61600","59930"
"In post","2021","Unknown","Legal","SCS level","Female","30","30","87490","79730"
"In post","2021","Unknown","Legal","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Legal","SEO/HEO","Female","380","365","35480","35230"
"In post","2021","Unknown","Legal","SEO/HEO","Male","195","190","36080","35230"
"In post","2021","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AA/AO","Female","7490","6695","21740","20810"
"In post","2021","Unknown","No function","AA/AO","Male","7140","6875","23080","21440"
"In post","2021","Unknown","No function","EO","Female","2435","2285","27520","26740"
"In post","2021","Unknown","No function","EO","Male","2825","2725","29010","28130"
"In post","2021","Unknown","No function","G6/G7","Female","1240","1195","57110","54700"
"In post","2021","Unknown","No function","G6/G7","Male","1365","1345","58120","56040"
"In post","2021","Unknown","No function","SCS level","Female","175","165","89360","79930"
"In post","2021","Unknown","No function","SCS level","Male","180","175","95430","86710"
"In post","2021","Unknown","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO/HEO","Female","3650","3530","34060","32100"
"In post","2021","Unknown","No function","SEO/HEO","Male","3600","3510","35230","33290"
"In post","2021","Unknown","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Unknown","Female","785","690","27330","24640"
"In post","2021","Unknown","No function","Unknown","Male","295","275","27540","24800"
"In post","2021","Unknown","Project Delivery","AA/AO","Female","60","55","21980","21490"
"In post","2021","Unknown","Project Delivery","AA/AO","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Project Delivery","EO","Female","205","195","25460","25560"
"In post","2021","Unknown","Project Delivery","EO","Male","270","265","23440","25310"
"In post","2021","Unknown","Project Delivery","G6/G7","Female","425","410","55910","54520"
"In post","2021","Unknown","Project Delivery","G6/G7","Male","450","445","57350","55320"
"In post","2021","Unknown","Project Delivery","SCS level","Female","35","30","92830","84680"
"In post","2021","Unknown","Project Delivery","SCS level","Male","35","35","97250","92680"
"In post","2021","Unknown","Project Delivery","SEO/HEO","Female","560","540","36190","36970"
"In post","2021","Unknown","Project Delivery","SEO/HEO","Male","650","640","36550","37320"
"In post","2021","Unknown","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Male","75","75","38890","34210"
"In post","2021","Unknown","Property","AA/AO","Female","280","250","20920","21050"
"In post","2021","Unknown","Property","AA/AO","Male","310","300","22400","21100"
"In post","2021","Unknown","Property","EO","Female","170","150","26700","26000"
"In post","2021","Unknown","Property","EO","Male","200","190","27000","25960"
"In post","2021","Unknown","Property","G6/G7","Female","45","40","56060","54990"
"In post","2021","Unknown","Property","G6/G7","Male","95","95","58590","55930"
"In post","2021","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Property","SEO/HEO","Female","155","150","36200","34610"
"In post","2021","Unknown","Property","SEO/HEO","Male","245","235","37850","37060"
"In post","2021","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
