"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Other ethnicity","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Animal and Plant Health Agency","Outside London","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Cabinet Office (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Companies House","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Electronics and Components Agency","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Equipment and Support","Outside London","70","60","40000","40230"
"In post","2021","60-64","Undeclared","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Science and Technology Laboratory","Outside London","25","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Education (excl. agencies)","London","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Education (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Transport (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Work and Pensions (excl. agencies)","London","90","75","32590","31880"
"In post","2021","60-64","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","435","330","26340","27570"
"In post","2021","60-64","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Driver and Vehicle Licensing Agency","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Driver and Vehicle Standards Agency","London","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Driver and Vehicle Standards Agency","Outside London","55","50","28510","27680"
"In post","2021","60-64","Undeclared","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Health and Safety Executive","Outside London","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Courts and Tribunals Service","London","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Courts and Tribunals Service","Outside London","45","35","21650","20100"
"In post","2021","60-64","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Land Registry","Outside London","30","20","34700","33840"
"In post","2021","60-64","Undeclared","HM Prison and Probation Service","London","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Prison and Probation Service","Outside London","80","70","28320","28200"
"In post","2021","60-64","Undeclared","HM Revenue and Customs (excl. agencies)","London","55","45","40170","36670"
"In post","2021","60-64","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","235","170","31840","28130"
"In post","2021","60-64","Undeclared","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Home Office (incl. agencies)","London","70","60","35420","30500"
"In post","2021","60-64","Undeclared","Home Office (incl. agencies)","Outside London","100","70","27920","27370"
"In post","2021","60-64","Undeclared","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Maritime and Coastguard Agency","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Met Office","Outside London","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Defence (excl. agencies)","London","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Defence (excl. agencies)","Outside London","275","255","30940","27680"
"In post","2021","60-64","Undeclared","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Office of the Public Guardian","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Public Health England","London","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Public Health England","Outside London","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Rural Payments Agency","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Prison Service","Outside London","45","30","35330","33650"
"In post","2021","60-64","Undeclared","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","United Kingdom Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Valuation Office Agency","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Valuation Office Agency","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Welsh Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Animal and Plant Health Agency","Outside London","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Cabinet Office (excl. agencies)","London","30","30","63350","59090"
"In post","2021","60-64","Unknown","Cabinet Office (excl. agencies)","Outside London","35","30","42370","36460"
