"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","South East (England)","100","100","33640","33300"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","South West (England)","205","205","32360","33000"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","West Midlands (England)","15","15","30270","33300"
"In post","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","London","15","15","37470","33210"
"In post","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","London","60","60","33700","32870"
"In post","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","30","30","28390","28900"
"In post","2021","20-29","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scottish Forestry","Scotland","10","10","26410","25830"
"In post","2021","20-29","Project Delivery","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Submarine Delivery Agency","North West (England)","20","20","30780","32710"
"In post","2021","20-29","Project Delivery","Submarine Delivery Agency","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Submarine Delivery Agency","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Submarine Delivery Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Submarine Delivery Agency","South West (England)","255","255","29150","28000"
"In post","2021","20-29","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","UK Space Agency","London","35","35","40910","40050"
"In post","2021","20-29","Project Delivery","UK Space Agency","South West (England)","10","10","37610","37930"
"In post","2021","20-29","Project Delivery","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","United Kingdom Statistics Authority","South East (England)","15","15","30240","29540"
"In post","2021","20-29","Project Delivery","United Kingdom Statistics Authority","Wales","10","10","34100","36030"
"In post","2021","20-29","Project Delivery","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Cabinet Office (excl. agencies)","London","15","15","37220","34880"
"In post","2021","20-29","Property","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Companies House","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Defence Equipment and Support","South West (England)","30","30","29290","28500"
"In post","2021","20-29","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Education (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","20-29","Property","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Education (excl. agencies)","North West (England)","10","10","28400","26000"
"In post","2021","20-29","Property","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","10","10","26650","25190"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
