"Status","Year","Age","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Undeclared","Welsh Government (excl. agencies)","Welsh Government","40","40","37340","37410"
"In post","2021","30-39","Unknown","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","95","90","28550","24250"
"In post","2021","30-39","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","60","55","29600","26860"
"In post","2021","30-39","Unknown","Attorney General's Office","Attorney General's Departments","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","790","775","49630","50550"
"In post","2021","30-39","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Charity Commission","Charity Commission","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","30","30","31180","24500"
"In post","2021","30-39","Unknown","Competition and Markets Authority","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","40","40","35160","34800"
"In post","2021","30-39","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Crown Prosecution Service","Attorney General's Departments","95","90","40360","38760"
"In post","2021","30-39","Unknown","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Defence Equipment and Support","Ministry of Defence","140","140","36420","36280"
"In post","2021","30-39","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","60","60","36210","37320"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","155","150","50360","53380"
"In post","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","70","70","52660","52060"
"In post","2021","30-39","Unknown","Department for Education (excl. agencies)","Department for Education","190","185","45180","45250"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","275","260","44620","39910"
"In post","2021","30-39","Unknown","Department for International Trade","Department for International Trade","230","225","49090","51970"
"In post","2021","30-39","Unknown","Department for Transport (excl. agencies)","Department for Transport","185","180","47320","43130"
"In post","2021","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1660","1510","28460","27570"
"In post","2021","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","440","430","49650","53360"
"In post","2021","30-39","Unknown","Disclosure Scotland","Scottish Government","30","25","24410","22230"
"In post","2021","30-39","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","200","175","25210","21590"
"In post","2021","30-39","Unknown","Driver and Vehicle Standards Agency","Department for Transport","170","165","28500","26700"
"In post","2021","30-39","Unknown","Education and Skills Funding Agency","Department for Education","40","40","42450","37100"
"In post","2021","30-39","Unknown","Education Scotland","Scottish Government","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Food Standards Agency","Food Standards Agency","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Food Standards Scotland","Scottish Government","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","470","465","48860","52540"
"In post","2021","30-39","Unknown","Forestry and Land Scotland","Scottish Government","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Government Legal Department","Attorney General's Departments","95","90","52580","52710"
"In post","2021","30-39","Unknown","Health and Safety Executive","Department for Work and Pensions","40","35","37420","39390"
"In post","2021","30-39","Unknown","HM Courts and Tribunals Service","Ministry of Justice","390","375","23990","21300"
"In post","2021","30-39","Unknown","HM Land Registry","HM Land Registry","250","235","28590","22350"
"In post","2021","30-39","Unknown","HM Prison and Probation Service","Ministry of Justice","1735","1655","27640","26300"
"In post","2021","30-39","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3635","3455","28370","25560"
"In post","2021","30-39","Unknown","HM Treasury (excl. agencies)","HM Treasury","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Home Office (incl. agencies)","Home Office","410","400","33390","25670"
"In post","2021","30-39","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","150","145","29530","25120"
"In post","2021","30-39","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Legal Aid Agency","Ministry of Justice","55","50","21740","19930"
"In post","2021","30-39","Unknown","Maritime and Coastguard Agency","Department for Transport","30","25","[c]","[c]"
"In post","2021","30-39","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","85","80","38780","39650"
"In post","2021","30-39","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","775","740","34930","33250"
"In post","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","70","65","48660","48700"
"In post","2021","30-39","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","270","265","44040","40480"
"In post","2021","30-39","Unknown","National Crime Agency","National Crime Agency","140","135","40440","37560"
"In post","2021","30-39","Unknown","National Records of Scotland","Scottish Government","20","15","[c]","[c]"
"In post","2021","30-39","Unknown","Northern Ireland Office","Northern Ireland Office","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Budget Responsibility","HM Treasury","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office of the Public Guardian","Ministry of Justice","55","50","20770","19930"
"In post","2021","30-39","Unknown","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Public Health England","Department of Health and Social Care","40","40","39920","33950"
"In post","2021","30-39","Unknown","Registers of Scotland","Scottish Government","45","45","34560","30080"
"In post","2021","30-39","Unknown","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Royal Fleet Auxiliary","Ministry of Defence","410","410","37420","34460"
"In post","2021","30-39","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","190","175","23920","21050"
"In post","2021","30-39","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Courts and Tribunals Service","Scottish Government","380","350","28110","29350"
"In post","2021","30-39","Unknown","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Government (excl. agencies)","Scottish Government","360","350","40540","38540"
"In post","2021","30-39","Unknown","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Prison Service","Scottish Government","630","610","28730","28410"
"In post","2021","30-39","Unknown","Scottish Public Pensions Agency","Scottish Government","15","10","[c]","[c]"
"In post","2021","30-39","Unknown","Serious Fraud Office","Attorney General's Departments","45","45","46390","41570"
"In post","2021","30-39","Unknown","Social Security Scotland","Scottish Government","55","50","31270","26160"
"In post","2021","30-39","Unknown","Standards and Testing Agency","Department for Education","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Student Awards Agency for Scotland","Scottish Government","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Submarine Delivery Agency","Ministry of Defence","30","25","[c]","[c]"
"In post","2021","30-39","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","The National Archives","The National Archives","35","35","35310","34770"
"In post","2021","30-39","Unknown","Transport Scotland","Scottish Government","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","UK Hydrographic Office","Ministry of Defence","50","45","33200","33290"
"In post","2021","30-39","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","125","120","33120","27080"
"In post","2021","30-39","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","295","275","32650","30130"
"In post","2021","30-39","Unknown","Valuation Office Agency","HM Revenue and Customs","155","145","29620","25860"
"In post","2021","30-39","Unknown","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Welsh Government (excl. agencies)","Welsh Government","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Welsh Revenue Authority","Welsh Government","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","Accountant in Bankruptcy","Scottish Government","35","30","30720","29190"
"In post","2021","30-39","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","120","110","31150","30950"
"In post","2021","30-39","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","380","360","29430","28240"
"In post","2021","30-39","White","Attorney General's Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","30-39","White","Cabinet Office (excl. agencies)","Cabinet Office","1185","1160","49120","54700"
"In post","2021","30-39","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","155","150","31700","29270"
"In post","2021","30-39","White","Charity Commission","Charity Commission","70","65","33170","29160"
"In post","2021","30-39","White","Companies House","Department for Business, Energy and Industrial Strategy","180","165","30770","27460"
"In post","2021","30-39","White","Competition and Markets Authority","Competition and Markets Authority","200","195","63820","59880"
"In post","2021","30-39","White","Criminal Injuries Compensation Authority","Ministry of Justice","55","55","25780","22710"
"In post","2021","30-39","White","Crown Commercial Service","Other Cabinet Office Agencies","170","165","34810","34800"
"In post","2021","30-39","White","Crown Office and Procurator Fiscal Service","Scottish Government","460","440","36810","33040"
