"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","160","[c]","34990","34020"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","EO","80","[c]","26460","25000"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","G6/G7","40","[c]","55000","53420"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","SEO/HEO","125","[c]","33230","32940"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","20","[c]","23280","24370"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","130","[c]","23760","24920"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","115","[c]","54240","52290"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","20","[c]","84360","77110"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","395","[c]","33100","32560"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","AA/AO","25","[c]","18200","18200"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","EO","50","[c]","25700","26250"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","G6/G7","20","[c]","53300","51970"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","SEO/HEO","120","[c]","33250","31800"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","EO","85","[c]","27310","29970"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","G6/G7","45","[c]","59220","54650"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","150","[c]","35110","34710"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","115","[c]","26750","27270"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","135","[c]","56090","53360"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","20","[c]","108040","91500"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","360","[c]","33770","32790"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","235","[c]","19690","18060"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","120","[c]","24000","21590"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","EO","65","[c]","26900","26130"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","EO","20","[c]","25390","25000"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","SEO/HEO","30","[c]","32930","30320"
"New entrant CS","2021","No function","ESTYN","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","SEO/HEO","50","[c]","35040","37350"
"New entrant CS","2021","No function","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","AA/AO","25","[c]","21190","20480"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","EO","70","[c]","26490","26370"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","65","[c]","39640","36040"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1645","[c]","19660","18880"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","EO","180","[c]","23700","22840"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","95","[c]","29980","30850"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","AA/AO","515","[c]","22530","22350"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","AA/AO","3960","[c]","23660","22850"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","EO","135","[c]","25600","24620"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","110","[c]","32580","31390"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Unknown","1435","[c]","22910","22920"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","1785","[c]","20220","20140"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","180","[c]","25900","25560"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","160","[c]","33090","31810"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","EO","60","[c]","25510","24300"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","G6/G7","30","[c]","55570","53750"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","220","[c]","30940","28500"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","140","[c]","21100","20880"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","20","[c]","24560","23560"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","30750","29640"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","20","[c]","37680","36570"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","AA/AO","50","[c]","19300","18880"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","AA/AO","70","[c]","24000","21590"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","EO","20","[c]","28940","26350"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","G6/G7","10","[c]","51770","49240"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","45","[c]","38590","38650"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","24180","24660"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","50","[c]","26940","27850"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","45","[c]","53190","53130"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","5","[c]","[c]","[c]"
