"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","EO","Female","70","[c]","22020","22640"
"Leaver CS","2021","Project Delivery","Ministry of Defence","EO","Male","115","[c]","21570","20440"
"Leaver CS","2021","Project Delivery","Ministry of Defence","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","G6/G7","Male","50","[c]","55480","54520"
"Leaver CS","2021","Project Delivery","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","SEO/HEO","Female","100","[c]","34090","33300"
"Leaver CS","2021","Project Delivery","Ministry of Defence","SEO/HEO","Male","230","[c]","37310","37620"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Unknown","Male","35","[c]","41750","39070"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","AA/AO","Female","45","[c]","20620","20880"
"Leaver CS","2021","Property","HM Revenue and Customs","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","EO","Female","45","[c]","26020","26000"
"Leaver CS","2021","Property","HM Revenue and Customs","EO","Male","75","[c]","25730","25500"
"Leaver CS","2021","Property","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","SEO/HEO","Male","35","[c]","41460","43750"
"Leaver CS","2021","Property","Ministry of Defence","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","AA/AO","Male","35","[c]","18000","17230"
"Leaver CS","2021","Property","Ministry of Defence","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","G6/G7","Male","5","[c]","[c]","[c]"
