"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","5","5","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","40","30","25820","23320"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","5","5","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","5","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data and Technology","20","15","46730","44430"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","10","5","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Delivery","370","265","23170","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","5","5","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Social Research","10","10","48230","49590"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Statistics","5","5","[c]","[c]"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","105","90","25280","21100"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Property","210","170","38150","33250"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Operational Delivery","10","10","25310","21590"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Science and Engineering","5","5","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Wales Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Digital, Data and Technology","10","10","38580","37410"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Finance","30","25","34230","28850"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Human Resources","15","10","39070","37410"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Medicine","10","5","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","145","125","38080","30600"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Other","55","50","46940","47000"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Policy","95","85","49930","47000"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Property","10","10","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Science and Engineering","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Social Research","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Revenue Authority","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","30","20","38230","34500"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","35","25","27590","26520"
"In post","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","20","15","27740","24370"
"In post","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","15","10","51740","51760"
"In post","2021","65+","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","55","45","50180","35100"
