"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Outside London","30","30","46470","51360"
"In post","2021","Black","Office of Gas and Electricity Markets","London","45","45","44830","40250"
"In post","2021","Black","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","London","15","10","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Outside London","95","85","21000","19930"
"In post","2021","Black","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Public Health England","London","310","290","40630","33880"
"In post","2021","Black","Public Health England","Outside London","175","160","40250","31390"
"In post","2021","Black","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","Outside London","35","35","41150","38080"
"In post","2021","Black","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","London","20","20","[c]","[c]"
"In post","2021","Black","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","London","5","5","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","London","5","5","[c]","[c]"
"In post","2021","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","London","30","30","45430","38410"
"In post","2021","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","Outside London","10","10","[c]","[c]"
"In post","2021","Black","UK Space Agency","London","5","5","[c]","[c]"
"In post","2021","Black","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","London","15","15","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Outside London","55","45","27450","24250"
"In post","2021","Black","Valuation Office Agency","London","45","45","36940","31620"
"In post","2021","Black","Valuation Office Agency","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","London","25","25","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service","London","15","10","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service","Outside London","10","10","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Science and Technology Laboratory","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","40","40","45790","40760"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Chinese","Department for Education (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","London","30","30","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport (excl. agencies)","London","20","20","[c]","[c]"
"In post","2021","Chinese","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions (excl. agencies)","London","35","35","30000","31060"
"In post","2021","Chinese","Department for Work and Pensions (excl. agencies)","Outside London","105","95","26210","27570"
"In post","2021","Chinese","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Standards Agency","Outside London","10","10","[c]","[c]"
