"Status","Year","Age","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Property","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Valuation Office Agency","HM Revenue and Customs","15","[c]","28960","23340"
"Leaver Dept.","2021","30-39","Security","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Defence Equipment and Support","Ministry of Defence","35","[c]","36240","33770"
"Leaver Dept.","2021","30-39","Unknown","Department for Education (excl. agencies)","Department for Education","65","[c]","44560","44750"
"Leaver Dept.","2021","30-39","Unknown","Department for Transport (excl. agencies)","Department for Transport","75","[c]","47610","43550"
"Leaver Dept.","2021","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","360","[c]","30200","27570"
"Leaver Dept.","2021","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Education and Skills Funding Agency","Department for Education","10","[c]","38520","37100"
"Leaver Dept.","2021","30-39","Unknown","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","55","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","495","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Home Office (incl. agencies)","Home Office","350","[c]","35000","29860"
"Leaver Dept.","2021","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","55","[c]","38280","37180"
"Leaver Dept.","2021","30-39","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Welsh Government (excl. agencies)","Welsh Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","HM Courts and Tribunals Service","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","20","[c]","47970","46530"
"Leaver Dept.","2021","40-49","Finance","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","27040","25010"
"Leaver Dept.","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","30","[c]","45160","43890"
"Leaver Dept.","2021","40-49","Human Resources","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","15","[c]","51230","48560"
"Leaver Dept.","2021","40-49","Human Resources","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Crown Prosecution Service","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Government Legal Department","Attorney General's Departments","15","[c]","60340","63620"
"Leaver Dept.","2021","40-49","Legal","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","23170","20740"
"Leaver Dept.","2021","40-49","No function","Cabinet Office (excl. agencies)","Cabinet Office","80","[c]","60030","57810"
"Leaver Dept.","2021","40-49","No function","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","60","[c]","55490","53600"
"Leaver Dept.","2021","40-49","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","20","[c]","58060","57290"
"Leaver Dept.","2021","40-49","No function","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","45","[c]","55460","54280"
"Leaver Dept.","2021","40-49","No function","Department for International Trade","Department for International Trade","30","[c]","57870","54630"
"Leaver Dept.","2021","40-49","No function","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","22820","21170"
"Leaver Dept.","2021","40-49","No function","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Health and Safety Executive","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","HM Courts and Tribunals Service","Ministry of Justice","45","[c]","28160","21760"
"Leaver Dept.","2021","40-49","No function","HM Prison and Probation Service","Ministry of Justice","80","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","HM Treasury (excl. agencies)","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","30","[c]","48770","51140"
"Leaver Dept.","2021","40-49","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","30","[c]","53980","52850"
"Leaver Dept.","2021","40-49","No function","National Crime Agency","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Office of the Public Guardian","Ministry of Justice","15","[c]","23150","22570"
"Leaver Dept.","2021","40-49","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Public Health England","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","10","[c]","43110","42930"
"Leaver Dept.","2021","40-49","No function","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
