"Status","Year","Age","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Unknown","Scottish Prison Service","Operational Delivery","85","[c]","21390","20810"
"New entrant CS","2021","20-29","Unknown","Scottish Prison Service","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Social Security Scotland","Unknown","35","[c]","24610","20060"
"New entrant CS","2021","20-29","Unknown","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Student Awards Agency for Scotland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Submarine Delivery Agency","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Transport Scotland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Hydrographic Office","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Operational Delivery","45","[c]","23080","23320"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Digital, Data and Technology","30","[c]","30590","29540"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Economics","35","[c]","24490","19130"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Operational Delivery","100","[c]","26270","23050"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Social Research","55","[c]","30460","29540"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","Statistics","55","[c]","29380","29540"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","Property","30","[c]","26960","24500"
"New entrant CS","2021","20-29","Unknown","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","450","[c]","27080","27570"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
