"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","Heterosexual / straight","2430","2330","46020","40580"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","LGBO","165","160","41580","34640"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","Undeclared","225","220","45100","40580"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","Unknown","2155","2120","42620","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","Heterosexual / straight","1915","1895","50640","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","LGBO","265","265","47050","44210"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","Undeclared","275","270","49620","45910"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","Unknown","1915","1905","48310","34550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
