"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","AO","10","10","24200","24900"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","EO","30","25","27050","27270"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","G6","15","15","67180","69750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","G7","50","45","56650","58430"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","HEO","70","70","35680","36290"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","SEO","70","65","42950","42800"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","G7","15","15","56330","57670"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","HEO","170","165","36410","36060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO","70","65","44560","43910"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA","10","10","18840","18100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AO","20","20","24880","23270"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","220","215","28780","26920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6","50","45","67960","69550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","145","140","55780","54940"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","315","305","35380","34860"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","10","10","92300","91790"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","260","255","44160","43030"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","EO","30","30","28990","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","G6","30","30","71880","69490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","G7","85","85","58800","57850"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","HEO","130","125","35390","34090"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","SCS level","10","10","78660","76340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","SEO","25","25","45910","44470"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","AO","35","30","22120","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","EO","45","40","26340","26290"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","G6","35","35","67540","69200"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","G7","90","85","56550","56750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","HEO","70","65","34270","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","SCS level","20","20","84650","79300"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","SEO","65","65","43720","42550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","AO","25","20","22090","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","EO","85","80","25950","25460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","G6","35","35","65580","64810"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","G7","80","80","53220","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","95","90","33050","32770"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","15","15","82290","77550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","90","85","41900","40360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO","10","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","10","10","25870","25310"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G7","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","HEO","15","15","34040","33970"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO","15","15","43220","41600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","G6","15","15","71070","71680"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","G7","40","35","54580","55260"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","HEO","10","10","33240","31010"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","SEO","20","20","42380","40950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA","75","70","19280","18900"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","1175","1075","21430","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","1080","1015","25410","24500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6","100","100","66390","64990"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","290","285","53640","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","915","870","33010","32060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","30","25","95390","89040"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","465","445","41860","40640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","G7","10","10","58180","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","SEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","EO","10","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","G6","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","G7","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","AO","40","40","23900","24900"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","EO","255","250","27790","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","G6","490","475","67690","64990"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","G7","1345","1315","54910","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","HEO","820","805","34280","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","SCS level","270","260","81840","74250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","SEO","830","820","41610","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","30","30","26240","25360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6","40","40","63710","63190"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G7","105","100","50750","49100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","HEO","85","80","32150","31860"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO","140","135","40740","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","EO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","G7","5","5","[c]","[c]"
