"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","SCS level","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","10","10","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","15","15","37580","39820"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","G6/G7","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","SEO/HEO","15","15","39190","41300"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","G6/G7","30","30","68430","68140"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","25","25","39140","37210"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","G6/G7","60","55","66000","62890"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","SCS level","10","10","110350","101610"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","SEO/HEO","25","25","34170","33610"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","G6/G7","15","15","61530","60110"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","SEO/HEO","15","15","40640","38660"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","G6/G7","15","15","63330","57880"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","20","20","42430","43680"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","EO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","G6/G7","90","85","68210","72430"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","SCS level","20","20","110230","101850"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","G6/G7","20","20","66720","63370"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","AA/AO","20","20","23240","22860"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","EO","45","40","28400","27920"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","G6/G7","175","170","66220","62890"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","SCS level","60","60","110090","102030"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","SEO/HEO","75","75","36250","34870"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","AA/AO","115","105","20260","20650"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","EO","85","80","23340","22710"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","G6/G7","10","10","57210","58000"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","SEO/HEO","80","75","28990","27240"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","EO","55","55","23490","22400"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","G6/G7","40","40","47690","47340"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","SEO/HEO","265","260","33250","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Communications","G6/G7","[c]","[c]","[c]","[c]"
