"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","AA/AO","Female","100","[c]","21130","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions","AA/AO","Male","75","[c]","21190","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","AA/AO","Female","80","[c]","20260","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","AA/AO","Male","65","[c]","20200","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","EO","Male","35","[c]","17390","16780"
"New entrant CS","2021","16-19","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","AA/AO","Female","80","[c]","21570","20600"
"New entrant CS","2021","16-19","Ministry of Justice","AA/AO","Male","40","[c]","22050","20600"
"New entrant CS","2021","16-19","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","AA/AO","Female","165","[c]","20430","20120"
"New entrant CS","2021","20-29","Attorney General's Departments","AA/AO","Male","70","[c]","20510","20120"
"New entrant CS","2021","20-29","Attorney General's Departments","EO","Female","95","[c]","27090","26970"
"New entrant CS","2021","20-29","Attorney General's Departments","EO","Male","50","[c]","27180","26950"
"New entrant CS","2021","20-29","Attorney General's Departments","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","SEO/HEO","Female","45","[c]","41080","43920"
"New entrant CS","2021","20-29","Attorney General's Departments","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","AA/AO","Female","60","[c]","21860","20800"
"New entrant CS","2021","20-29","Cabinet Office","AA/AO","Male","55","[c]","21760","20800"
"New entrant CS","2021","20-29","Cabinet Office","EO","Female","115","[c]","26700","27500"
"New entrant CS","2021","20-29","Cabinet Office","EO","Male","90","[c]","27040","27500"
"New entrant CS","2021","20-29","Cabinet Office","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","SEO/HEO","Female","425","[c]","29630","28000"
"New entrant CS","2021","20-29","Cabinet Office","SEO/HEO","Male","260","[c]","29760","28000"
"New entrant CS","2021","20-29","Chancellor's other departments","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Female","95","[c]","21620","20880"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Male","55","[c]","21590","20880"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","Female","115","[c]","26220","26530"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","Male","100","[c]","26790","26750"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","195","[c]","34880","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","195","[c]","34730","33570"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Female","45","[c]","27410","26180"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","75","[c]","35780","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","75","[c]","36270","34020"
"New entrant CS","2021","20-29","Department for Education","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","EO","Female","115","[c]","26240","25000"
"New entrant CS","2021","20-29","Department for Education","EO","Male","50","[c]","26340","25000"
"New entrant CS","2021","20-29","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","SEO/HEO","Female","80","[c]","33390","32940"
"New entrant CS","2021","20-29","Department for Education","SEO/HEO","Male","75","[c]","33690","32940"
"New entrant CS","2021","20-29","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Female","115","[c]","22140","21050"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Male","55","[c]","22410","21050"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","EO","Female","125","[c]","24270","24920"
