"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","SEO","15","[c]","39200","39000"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","AO","40","[c]","20980","20480"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","EO","EO","75","[c]","26490","26370"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","HEO","40","[c]","32730","31660"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","SEO","30","[c]","48990","49020"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AA","360","[c]","17300","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AO","1290","[c]","20330","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","EO","200","[c]","23630","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G7","30","[c]","51180","49450"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","HEO","220","[c]","27530","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","SEO","85","[c]","35190","34820"
"New entrant CS","2021","HM Land Registry","HM Land Registry","AA/AO","AA","10","[c]","21990","21040"
"New entrant CS","2021","HM Land Registry","HM Land Registry","AA/AO","AO","545","[c]","22530","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","EO","EO","50","[c]","27820","27130"
"New entrant CS","2021","HM Land Registry","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","G6/G7","G7","25","[c]","57450","57000"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SEO/HEO","HEO","30","[c]","36760","37870"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SEO/HEO","SEO","35","[c]","41590","38550"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","AA","1200","[c]","20920","20600"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","AO","2775","[c]","24790","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","EO","160","[c]","25700","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","HEO","120","[c]","30040","27700"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","SEO","45","[c]","43670","42630"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","1440","[c]","22920","22920"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AO","2920","[c]","20260","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","EO","1045","[c]","25710","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G6","45","[c]","66640","64670"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G7","85","[c]","54030","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","SCS level","20","[c]","96780","88500"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","HEO","575","[c]","32750","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","SEO","120","[c]","38900","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","AO","35","[c]","22150","22500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","EO","80","[c]","25340","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G7","40","[c]","55190","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","HEO","240","[c]","31340","32320"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","AA/AO","AA","65","[c]","20430","22210"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","AA/AO","AO","535","[c]","21930","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","EO","EO","865","[c]","26630","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","G6/G7","G6","40","[c]","70220","68700"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","G6/G7","G7","185","[c]","57480","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SCS level","SCS level","20","[c]","101330","92990"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","HEO","260","[c]","34310","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","SEO","195","[c]","42010","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","AO","140","[c]","21150","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","EO","20","[c]","24630","23560"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","30","[c]","30570","31000"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","G7","10","[c]","52430","53680"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","SEO","25","[c]","38180","36570"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","AA/AO","AO","50","[c]","19300","18880"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","AO","70","[c]","23900","21590"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","EO","EO","35","[c]","28580","26350"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","G7","20","[c]","52790","52010"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","HEO","45","[c]","33050","32390"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","SEO","35","[c]","41940","39040"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","EO","50","[c]","27040","27140"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","G7","25","[c]","53110","53100"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","SCS level","10","[c]","83940","73810"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","HEO","30","[c]","32910","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","SEO","45","[c]","40190","40450"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","AO","20","[c]","23990","24660"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","EO","35","[c]","25620","25270"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","G7","15","[c]","46880","45150"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","35","[c]","31560","32060"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","20","[c]","38170","37420"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","AA","475","[c]","19350","19560"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","AO","975","[c]","23600","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","EO","640","[c]","27130","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","G6","30","[c]","79440","74350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","G7","115","[c]","63980","58550"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","HEO","490","[c]","34240","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","SEO","230","[c]","41350","40000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Unknown","40","[c]","34100","26830"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","AO","20","[c]","24890","26610"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","EO","65","[c]","26980","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","G7","70","[c]","52370","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","SCS level","15","[c]","96070","84000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","95","[c]","31810","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","50","[c]","38890","39600"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","AO","40","[c]","21320","22680"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","EO","130","[c]","24710","26410"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","G7","165","[c]","59050","57600"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","HEO","175","[c]","30620","30850"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","SEO","210","[c]","38650","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","AA/AO","AO","85","[c]","21890","20800"
"New entrant CS","2021","National Crime Agency","National Crime Agency","EO","EO","670","[c]","30950","32260"
"New entrant CS","2021","National Crime Agency","National Crime Agency","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","G6/G7","G7","35","[c]","58910","59160"
"New entrant CS","2021","National Crime Agency","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","SEO/HEO","HEO","205","[c]","40640","40210"
"New entrant CS","2021","National Crime Agency","National Crime Agency","SEO/HEO","SEO","50","[c]","47120","48670"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","EO","EO","10","[c]","26160","26160"
"New entrant CS","2021","National Records of Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","SEO/HEO","SEO","15","[c]","39780","38540"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","AO","15","[c]","21300","21160"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","EO","20","[c]","26690","25880"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","G7","60","[c]","72580","75500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","HEO","25","[c]","32770","31700"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","SEO","50","[c]","46560","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","AO","45","[c]","19140","18180"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","EO","125","[c]","24900","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","G7","45","[c]","58640","57000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","HEO","55","[c]","33800","33400"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","SEO","35","[c]","40380","39780"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","15","[c]","31580","31000"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","G6/G7","G7","15","[c]","55680","55750"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","AO","35","[c]","20460","21270"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","EO","20","[c]","26090","26050"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","G7","10","[c]","46880","41020"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","15","[c]","31040","32780"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","15","[c]","41280","40720"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","AA/AO","AA","55","[c]","19600","18850"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","AA/AO","AO","370","[c]","20660","19630"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","EO","EO","335","[c]","25170","25010"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","G6/G7","G6","60","[c]","67570","66000"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","G6/G7","G7","175","[c]","52980","52610"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","SCS level","SCS level","80","[c]","94240","91300"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","SEO/HEO","HEO","545","[c]","31510","31370"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","SEO/HEO","SEO","405","[c]","39250","38890"
"New entrant CS","2021","Registers of Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","AO","40","[c]","21050","21050"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","EO","10","[c]","22680","22430"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","AA","30","[c]","20070","20070"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","AO","55","[c]","20960","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","AA/AO","AA","55","[c]","21160","20060"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","AA/AO","AO","50","[c]","23820","23340"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","EO","EO","135","[c]","26380","26160"
