"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Undeclared","HM Treasury","London","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","HM Treasury","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Home Office","London","260","250","39240","35070"
"In post","2021","50-59","Undeclared","Home Office","Outside London","445","415","28910","27370"
"In post","2021","50-59","Undeclared","Home Office","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Ministry of Defence","London","105","105","39350","34640"
"In post","2021","50-59","Undeclared","Ministry of Defence","Outside London","1625","1600","34100","33170"
"In post","2021","50-59","Undeclared","Ministry of Defence","Overseas","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Ministry of Housing, Communities and Local Government","London","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Ministry of Justice","London","515","500","36650","34750"
"In post","2021","50-59","Undeclared","Ministry of Justice","Outside London","3075","2890","31140","31650"
"In post","2021","50-59","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Other Cabinet Office Agencies","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Scottish Government","Outside London","95","90","39780","35110"
"In post","2021","50-59","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","United Kingdom Statistics Authority","Outside London","50","40","27850","21090"
"In post","2021","50-59","Undeclared","Welsh Government","Outside London","65","60","44860","47000"
"In post","2021","50-59","Unknown","Attorney General's Departments","London","180","175","57360","59490"
"In post","2021","50-59","Unknown","Attorney General's Departments","Outside London","200","185","44900","48080"
"In post","2021","50-59","Unknown","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Cabinet Office","London","195","195","75800","68000"
"In post","2021","50-59","Unknown","Cabinet Office","Outside London","270","265","54850","51560"
"In post","2021","50-59","Unknown","Cabinet Office","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Charity Commission","London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Charity Commission","Outside London","60","60","34890","30270"
"In post","2021","50-59","Unknown","Competition and Markets Authority","London","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Business, Energy and Industrial Strategy","London","125","120","46680","43630"
"In post","2021","50-59","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","395","375","32880","30950"
"In post","2021","50-59","Unknown","Department for Digital, Culture, Media and Sport","London","20","15","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Education","London","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Education","Outside London","85","80","39380","36500"
"In post","2021","50-59","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Environment, Food and Rural Affairs","London","35","35","55560","42960"
"In post","2021","50-59","Unknown","Department for Environment, Food and Rural Affairs","Outside London","140","135","39710","35900"
"In post","2021","50-59","Unknown","Department for International Trade","London","70","70","54670","51970"
"In post","2021","50-59","Unknown","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Transport","London","55","55","41920","35430"
"In post","2021","50-59","Unknown","Department for Transport","Outside London","385","375","29550","26590"
"In post","2021","50-59","Unknown","Department for Work and Pensions","London","50","50","41080","31060"
"In post","2021","50-59","Unknown","Department for Work and Pensions","Outside London","445","425","26870","27570"
"In post","2021","50-59","Unknown","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Department of Health and Social Care","London","560","540","56600","52610"
"In post","2021","50-59","Unknown","Department of Health and Social Care","Outside London","495","475","52860","47810"
"In post","2021","50-59","Unknown","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","London","150","150","55190","58030"
"In post","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","Outside London","85","80","44460","42240"
"In post","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","Overseas","80","80","62440","64000"
"In post","2021","50-59","Unknown","HM Land Registry","London","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","HM Land Registry","Outside London","250","235","26330","22350"
"In post","2021","50-59","Unknown","HM Revenue and Customs","London","705","685","40810","36160"
"In post","2021","50-59","Unknown","HM Revenue and Customs","Outside London","4000","3575","27660","21440"
"In post","2021","50-59","Unknown","HM Treasury","London","40","40","71940","67210"
"In post","2021","50-59","Unknown","Home Office","London","85","85","47000","41950"
"In post","2021","50-59","Unknown","Home Office","Outside London","170","160","29440","24880"
"In post","2021","50-59","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Ministry of Defence","London","160","155","38290","32150"
"In post","2021","50-59","Unknown","Ministry of Defence","Outside London","2090","2035","34360","32660"
"In post","2021","50-59","Unknown","Ministry of Defence","Overseas","70","70","46610","46620"
"In post","2021","50-59","Unknown","Ministry of Defence","Unknown","520","520","42590","37300"
"In post","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","Outside London","50","45","45700","47660"
"In post","2021","50-59","Unknown","Ministry of Justice","London","190","185","33050","26410"
"In post","2021","50-59","Unknown","Ministry of Justice","Outside London","605","570","25060","21300"
"In post","2021","50-59","Unknown","National Crime Agency","London","220","215","48210","44010"
"In post","2021","50-59","Unknown","National Crime Agency","Outside London","620","605","39700","37750"
"In post","2021","50-59","Unknown","National Crime Agency","Overseas","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","National Crime Agency","Unknown","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Office for Standards in Education","London","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Office for Standards in Education","Outside London","35","35","44340","51360"
"In post","2021","50-59","Unknown","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Qualifications and Examinations Regulation","Outside London","15","10","[c]","[c]"
"In post","2021","50-59","Unknown","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Other Cabinet Office Agencies","Outside London","110","110","39370","35810"
"In post","2021","50-59","Unknown","Scotland Office","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Government","Outside London","2835","2680","36910","33650"
"In post","2021","50-59","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","London","60","60","37780","34770"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","Outside London","320","260","27610","22660"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government","Outside London","65","60","47930","47000"
"In post","2021","60-64","Declared disabled","Attorney General's Departments","London","35","30","54810","62590"
"In post","2021","60-64","Declared disabled","Attorney General's Departments","Outside London","50","40","41840","34480"
"In post","2021","60-64","Declared disabled","Cabinet Office","London","15","10","[c]","[c]"
