"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Competition and Markets Authority","Legal","G6/G7","G7","15","[c]","54780","53530"
"New entrant CS","2021","Competition and Markets Authority","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","HEO","10","[c]","26550","26550"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","EO","EO","15","[c]","23730","22230"
"New entrant CS","2021","Crown Commercial Service","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","SEO/HEO","HEO","15","[c]","29460","29800"
"New entrant CS","2021","Crown Commercial Service","Commercial","SEO/HEO","SEO","20","[c]","37360","36000"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","G6/G7","G7","15","[c]","52230","50650"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","36590","35470"
"New entrant CS","2021","Crown Commercial Service","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","AA/AO","AO","10","[c]","18930","18870"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","EO","EO","15","[c]","22830","22230"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","SEO/HEO","HEO","15","[c]","28860","27770"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","SEO","30","[c]","33550","33550"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","AO","85","[c]","20790","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","EO","25","[c]","25410","25410"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Legal","EO","EO","45","[c]","26420","25480"
"New entrant CS","2021","Crown Prosecution Service","Legal","G6/G7","G7","210","[c]","51330","50520"
"New entrant CS","2021","Crown Prosecution Service","Legal","SEO/HEO","HEO","85","[c]","38740","38000"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","AA/AO","AO","305","[c]","20420","20120"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","EO","EO","35","[c]","26960","26970"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","SEO/HEO","HEO","10","[c]","31230","34000"
"New entrant CS","2021","Defence Equipment and Support","Commercial","SEO/HEO","SEO","15","[c]","43210","44000"
"New entrant CS","2021","Defence Equipment and Support","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","SEO","30","[c]","47690","50000"
"New entrant CS","2021","Defence Equipment and Support","Finance","EO","EO","45","[c]","21560","19040"
"New entrant CS","2021","Defence Equipment and Support","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","EO","EO","10","[c]","20920","21000"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","SEO/HEO","SEO","10","[c]","36730","37000"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","30180","30000"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","EO","EO","100","[c]","19120","19040"
"New entrant CS","2021","Defence Equipment and Support","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","G6/G7","G7","15","[c]","54000","54000"
"New entrant CS","2021","Defence Equipment and Support","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","SEO/HEO","HEO","45","[c]","26510","26000"
"New entrant CS","2021","Defence Equipment and Support","Other","SEO/HEO","SEO","25","[c]","38020","38000"
"New entrant CS","2021","Defence Equipment and Support","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","EO","EO","20","[c]","22950","23500"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","SEO/HEO","HEO","40","[c]","29730","29000"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","SEO/HEO","SEO","45","[c]","39680","40500"
"New entrant CS","2021","Defence Equipment and Support","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","EO","EO","95","[c]","22160","25000"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","SEO/HEO","HEO","45","[c]","31740","32650"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","SEO/HEO","SEO","50","[c]","43050","42000"
"New entrant CS","2021","Defence Equipment and Support","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","EO","EO","10","[c]","22760","22780"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
