"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","G6/G7","35","35","56780","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","SEO/HEO","45","40","36900","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","EO","15","15","28530","29570"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","G6/G7","90","85","56610","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","SEO/HEO","160","155","36540","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","SEO/HEO","15","15","36970","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","15","15","59960","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","15","15","37920","38630"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","EO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","G6/G7","35","35","58810","55840"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","SEO/HEO","35","35","33440","32320"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","G6/G7","20","20","58540","57170"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","SEO/HEO","10","10","37930","38520"
"In post","2021","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","SEO/HEO","20","20","40320","38600"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","EO","50","45","28330","27850"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","G6/G7","20","20","60420","59640"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","90","85","40490","40640"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","G6/G7","30","30","57650","53870"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","SEO/HEO","35","35","32890","33210"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","G6/G7","20","20","57250","54900"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","EO","10","10","30380","30490"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","G6/G7","45","40","58750","55900"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","SEO/HEO","35","35","37510","38160"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","G6/G7","15","15","61040","59750"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","SEO/HEO","25","25","33060","31470"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","15","15","36340","36800"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","G6/G7","40","40","61210","58130"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","SEO/HEO","50","50","37810","40470"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","G6/G7","25","25","59510","58130"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","SEO/HEO","30","30","38880","40480"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","EO","15","15","26030","28950"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","G6/G7","40","35","60050","58420"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","SEO/HEO","50","50","38540","40480"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","10","10","43740","42360"
"In post","2021","Analysis","National Savings and Investments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","G6/G7","10","10","65280","62810"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","25","25","34920","35010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","EO","15","15","26010","25880"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","G6/G7","15","15","63700","59810"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","SEO/HEO","80","75","36150","35010"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
