"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Commercial","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","25","20","42190","43320"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Health and Safety Executive","Outside London","20","15","40970","36800"
"In post","2021","50-59","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","HM Prison and Probation Service","London","75","75","55190","53670"
"In post","2021","50-59","Commercial","HM Prison and Probation Service","Outside London","180","180","53890","52370"
"In post","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","50","45","40510","38630"
"In post","2021","50-59","Commercial","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Legal Aid Agency","London","10","10","46150","45380"
"In post","2021","50-59","Commercial","Legal Aid Agency","Outside London","45","45","37000","40080"
"In post","2021","50-59","Commercial","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Met Office","Outside London","45","45","46530","47960"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","London","85","80","36160","30750"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Outside London","420","410","36350","34800"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Overseas","10","10","58820","67130"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","London","20","20","42750","40890"
"In post","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Outside London","35","35","27610","25620"
"In post","2021","50-59","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Public Health England","London","10","10","51700","55120"
"In post","2021","50-59","Commercial","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Prison Service","Outside London","30","30","33160","25870"
"In post","2021","50-59","Commercial","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Submarine Delivery Agency","Outside London","35","35","48720","42220"
"In post","2021","50-59","Commercial","The National Archives","London","20","15","33110","27850"
"In post","2021","50-59","Commercial","UK Export Finance","London","55","55","61050","51600"
"In post","2021","50-59","Commercial","UK Hydrographic Office","Outside London","10","10","47430","42510"
"In post","2021","50-59","Commercial","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","United Kingdom Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Wilton Park","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","London","30","30","60860","60640"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Crown Prosecution Service","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Defence Equipment and Support","London","60","60","24590","23110"
"In post","2021","50-59","Communications","Defence Equipment and Support","Outside London","45","45","31310","26060"
"In post","2021","50-59","Communications","Defence Science and Technology Laboratory","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Education (excl. agencies)","London","10","10","42280","35020"
"In post","2021","50-59","Communications","Department for Education (excl. agencies)","Outside London","25","20","33120","29550"
"In post","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","10","41470","39860"
"In post","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","30","30","41710","37840"
"In post","2021","50-59","Communications","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Transport (excl. agencies)","London","10","10","51940","46710"
"In post","2021","50-59","Communications","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","London","20","20","44170","34950"
"In post","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Licensing Agency","Outside London","10","10","36750","29480"
"In post","2021","50-59","Communications","Driver and Vehicle Standards Agency","Outside London","20","20","33200","31620"
"In post","2021","50-59","Communications","Education and Skills Funding Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Education and Skills Funding Agency","Outside London","20","20","41720","39520"
"In post","2021","50-59","Communications","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Health and Safety Executive","Outside London","10","10","42900","36780"
"In post","2021","50-59","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","HM Land Registry","London","10","5","[c]","[c]"
"In post","2021","50-59","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","HM Revenue and Customs (excl. agencies)","London","40","40","48530","43500"
"In post","2021","50-59","Communications","HM Revenue and Customs (excl. agencies)","Outside London","630","590","29710","27230"
"In post","2021","50-59","Communications","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Maritime and Coastguard Agency","Outside London","5","5","[c]","[c]"
