"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","AO","Female","50","[c]","22190","21430"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","AO","Male","50","[c]","22000","21430"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","EO","Female","90","[c]","26320","24880"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","EO","Male","110","[c]","25880","24880"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","G7","Male","40","[c]","57520","57430"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","SEO","Female","30","[c]","41830","41950"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal Aid Agency","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal Aid Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal Aid Agency","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal Aid Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","AA","Female","45","[c]","19340","19560"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","AA","Male","40","[c]","19890","19560"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","AO","Female","105","[c]","21960","20920"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","AO","Male","105","[c]","26220","23540"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","EO","Female","80","[c]","27310","26350"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","EO","Male","50","[c]","28180","26350"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","HEO","Female","70","[c]","33850","33000"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","HEO","Male","40","[c]","34110","33000"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","SEO","Female","30","[c]","41450","40000"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","SEO","Male","35","[c]","41610","40000"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","G7","Female","30","[c]","55330","54240"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","G7","Male","40","[c]","61540","60000"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","SEO","Female","45","[c]","38530","36800"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","SEO","Male","35","[c]","39540","40000"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","EO","Female","95","[c]","30930","32260"
"New entrant CS","2021","30-39","National Crime Agency","EO","Male","80","[c]","30640","30640"
"New entrant CS","2021","30-39","National Crime Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","HEO","Female","30","[c]","40580","40170"
"New entrant CS","2021","30-39","National Crime Agency","HEO","Male","30","[c]","40270","40210"
"New entrant CS","2021","30-39","National Crime Agency","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Infrastructure Commission","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Infrastructure Commission","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Infrastructure Commission","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Infrastructure Commission","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Savings and Investments","G6","Female","[c]","[c]","[c]","[c]"
