"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","AA","560","[c]","20870","20600"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","AO","1535","[c]","24650","22850"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","EO","35","[c]","25920","24620"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","Unknown","870","[c]","23070","22920"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Policy","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","EO","30","[c]","25010","24620"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Security","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Security","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Economics","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Finance","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Legal","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Legal","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","AO","120","[c]","20470","20140"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Research","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
