"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","EO","40","[c]","27970","26670"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","G7","40","[c]","57090","57310"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","HEO","45","[c]","34240","33290"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SEO","55","[c]","41820","41970"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G7","40","[c]","61940","60150"
"Leaver CS","2021","Declared non-disabled","Finance","HEO","40","[c]","36400","34740"
"Leaver CS","2021","Declared non-disabled","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","SEO","35","[c]","43510","41950"
"Leaver CS","2021","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","AO","35","[c]","21870","21370"
"Leaver CS","2021","Declared non-disabled","Human Resources","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","HEO","40","[c]","33970","33560"
"Leaver CS","2021","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","SEO","40","[c]","43210","43160"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","G6","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","G7","140","[c]","56340","55610"
"Leaver CS","2021","Declared non-disabled","Legal","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","SEO","75","[c]","43900","43460"
"Leaver CS","2021","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","AA","525","[c]","17880","17540"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","AO","2180","[c]","21300","21160"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","EO","715","[c]","26690","26600"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","G6","40","[c]","70700","68720"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","G7","120","[c]","55320","54540"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","HEO","305","[c]","33010","33180"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","SEO","195","[c]","44100","42170"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Unknown","370","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","AA","105","[c]","19080","18800"
"Leaver CS","2021","Declared non-disabled","Other","AO","185","[c]","21490","21130"
"Leaver CS","2021","Declared non-disabled","Other","EO","255","[c]","27690","27820"
"Leaver CS","2021","Declared non-disabled","Other","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","HEO","100","[c]","33800","33300"
"Leaver CS","2021","Declared non-disabled","Other","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","SEO","35","[c]","41120","40520"
"Leaver CS","2021","Declared non-disabled","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","EO","45","[c]","27820","27760"
"Leaver CS","2021","Declared non-disabled","Policy","G6","40","[c]","70470","66860"
"Leaver CS","2021","Declared non-disabled","Policy","G7","110","[c]","55700","54400"
"Leaver CS","2021","Declared non-disabled","Policy","HEO","95","[c]","34110","33610"
"Leaver CS","2021","Declared non-disabled","Policy","SCS level","50","[c]","90120","80500"
"Leaver CS","2021","Declared non-disabled","Policy","SEO","70","[c]","40880","40510"
"Leaver CS","2021","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","EO","40","[c]","25970","26670"
"Leaver CS","2021","Declared non-disabled","Project Delivery","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","G7","45","[c]","54580","54540"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HEO","70","[c]","31800","32530"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SEO","75","[c]","40720","40580"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","AA","30","[c]","18630","18530"
"Leaver CS","2021","Declared non-disabled","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","EO","80","[c]","26210","26000"
"Leaver CS","2021","Declared non-disabled","Property","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","HEO","50","[c]","33820","33300"
"Leaver CS","2021","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","SEO","40","[c]","42940","42960"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","AA","45","[c]","17630","17180"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","AO","80","[c]","21120","21090"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","EO","70","[c]","24630","25190"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","G7","40","[c]","52300","51870"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","HEO","110","[c]","31810","31950"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","SEO","95","[c]","41310","40940"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","AA","70","[c]","20000","19560"
"Leaver CS","2021","Declared non-disabled","Security","AO","90","[c]","33300","38120"
"Leaver CS","2021","Declared non-disabled","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
