"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Defence Equipment and Support","50","50","18530","17780"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","FCDO Services","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Valuation Office Agency","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","165","165","22640","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Home Office (incl. agencies)","35","30","22720","21430"
"In post","2021","16-19","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Social Security Scotland","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","HM Revenue and Customs (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","HM Revenue and Customs (excl. agencies)","35","35","20140","20140"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","HM Revenue and Customs (excl. agencies)","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Crown Prosecution Service","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Driver and Vehicle Licensing Agency","15","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","HM Courts and Tribunals Service","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","No function","HM Land Registry","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","HM Prison and Probation Service","30","30","22930","22350"
"In post","2021","16-19","Unknown","No function","HM Revenue and Customs (excl. agencies)","95","95","20260","20140"
"In post","2021","16-19","Unknown","No function","Insolvency Service","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Scottish Prison Service","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Defence Equipment and Support","40","40","17140","16780"
"In post","2021","16-19","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Submarine Delivery Agency","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Valuation Office Agency","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Ministry of Defence (excl. agencies)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
