"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Department for International Trade","Unknown","50","[c]","18750","18200"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","45","[c]","24690","21010"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","105","[c]","26790","26890"
"Leaver CS","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
