"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Tax","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Tax","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","55","[c]","40100","38830"
"New entrant CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
