"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Office of Gas and Electricity Markets","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Public Health England","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Finance","Public Health England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Public Health England","EO","Female","20","20","[c]","[c]"
"In post","2021","Finance","Public Health England","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Public Health England","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Finance","Public Health England","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Finance","Public Health England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Public Health England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Public Health England","SEO/HEO","Female","35","35","36300","36330"
"In post","2021","Finance","Public Health England","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Queen Elizabeth II Centre","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","AA/AO","Female","30","30","24160","25870"
"In post","2021","Finance","Scottish Prison Service","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","EO","Female","5","5","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Serious Fraud Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Submarine Delivery Agency","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Finance","Submarine Delivery Agency","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Finance","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Export Finance","EO","Female","10","10","[c]","[c]"
"In post","2021","Finance","UK Export Finance","EO","Male","5","5","[c]","[c]"
"In post","2021","Finance","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Export Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Finance","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Export Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","UK Export Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","EO","Female","5","5","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","UK Space Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","UK Space Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","EO","Female","10","10","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","EO","Male","5","5","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","EO","Male","[c]","[c]","[c]","[c]"
