"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","G6/G7","Heterosexual / straight","85","80","88860","82060"
"In post","2021","Analysis","Government Actuary's Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","SEO/HEO","Heterosexual / straight","35","35","41880","41840"
"In post","2021","Analysis","Government Actuary's Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","Heterosexual / straight","160","155","57520","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","30","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","Heterosexual / straight","210","200","36590","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","Unknown","95","90","36290","36160"
"In post","2021","Analysis","HM Treasury (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","G6/G7","Heterosexual / straight","50","50","58800","55840"
"In post","2021","Analysis","HM Treasury (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SEO/HEO","Heterosexual / straight","35","35","34010","32320"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","40","35","28510","27850"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
