"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Department for Education","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Policy","London","45","[c]","37790","34500"
"Leaver Dept.","2021","20-29","Department for Education","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","30","[c]","22880","21050"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","London","140","[c]","35920","33510"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","Outside London","20","[c]","33240","30130"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Communications","London","10","[c]","31770","31180"
"Leaver Dept.","2021","20-29","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","International Trade","London","45","[c]","37770","35130"
"Leaver Dept.","2021","20-29","Department for International Trade","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Policy","London","20","[c]","37310","33490"
"Leaver Dept.","2021","20-29","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Operational Delivery","Outside London","30","[c]","22440","21590"
"Leaver Dept.","2021","20-29","Department for Transport","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Unknown","London","85","[c]","37980","34710"
"Leaver Dept.","2021","20-29","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","London","90","[c]","35350","31080"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","Outside London","270","[c]","25500","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Unknown","London","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","London","100","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","London","130","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","Outside London","430","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Policy","London","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Operational Delivery","London","40","[c]","32050","28810"
"Leaver Dept.","2021","20-29","Home Office","Operational Delivery","Outside London","85","[c]","23700","24110"
"Leaver Dept.","2021","20-29","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Other","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Policy","London","50","[c]","38440","35070"
"Leaver Dept.","2021","20-29","Home Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Unknown","London","60","[c]","34580","33960"
"Leaver Dept.","2021","20-29","Home Office","Unknown","Outside London","25","[c]","24920","24110"
"Leaver Dept.","2021","20-29","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Commercial","Outside London","30","[c]","27030","28900"
"Leaver Dept.","2021","20-29","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
