"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","15","15","20410","19730"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","75","75","27490","25780"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","45","45","35390","33860"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","EO","20","20","29550","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","30","30","58210","57620"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","130","130","36350","34090"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","EO","10","10","25380","24640"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","10","10","59570","57980"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","25","25","38650","34720"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","EO","30","30","25310","24570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","15","15","56160","54700"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","20","20","36600","36380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","260","255","20940","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","215","210","24670","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","50","50","55400","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","170","170","35410","33640"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","10","10","23060","23110"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","EO","110","110","27590","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","370","370","55160","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","845","840","36560","33640"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","15","15","25240","24650"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","10","10","52820","53490"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","35","35","35020","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","50","50","25170","24660"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","65","65","28760","29890"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","130","130","37540","36730"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","G6/G7","15","15","60350","59730"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","30","30","42250","42020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","10","10","36190","35520"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Other","EO","10","10","30390","26900"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Other","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","10","10","43100","47020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","EO","60","60","27270","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","G6/G7","130","130","55130","51730"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","240","240","35310","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","EO","20","20","26310","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","10","10","55440","51730"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","40","40","36180","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Education","Commercial","EO","20","20","25960","25000"
"In post","2021","20-29","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Commercial","SEO/HEO","40","40","33700","33610"
"In post","2021","20-29","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Communications","EO","45","45","27850","28500"
"In post","2021","20-29","Department for Education","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Department for Education","Communications","SEO/HEO","40","40","37140","36660"
"In post","2021","20-29","Department for Education","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Digital, Data and Technology","EO","40","40","25640","25000"
"In post","2021","20-29","Department for Education","Digital, Data and Technology","G6/G7","20","20","53570","53420"
"In post","2021","20-29","Department for Education","Digital, Data and Technology","SEO/HEO","125","125","34750","33190"
"In post","2021","20-29","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Finance","EO","35","35","25790","25000"
"In post","2021","20-29","Department for Education","Finance","G6/G7","25","25","52860","53420"
"In post","2021","20-29","Department for Education","Finance","SEO/HEO","80","80","34300","33830"
"In post","2021","20-29","Department for Education","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Education","Human Resources","EO","15","15","25660","25000"
"In post","2021","20-29","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Human Resources","SEO/HEO","15","15","30150","29360"
"In post","2021","20-29","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
