"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Legal","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Female","145","[c]","41100","39260"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Male","105","[c]","47600","55000"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","Female","60","[c]","55260","53070"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","Male","40","[c]","57840","54200"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Female","65","[c]","40550","43460"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","HM Land Registry","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Female","55","[c]","28260","22820"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Male","50","[c]","27050","21610"
"Leaver CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","UK Supreme Court","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","UK Supreme Court","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","80","[c]","28110","24370"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","55","[c]","29210","24920"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Female","65","[c]","37800","28520"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Male","55","[c]","46710","32910"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Female","40","[c]","23790","22220"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Female","35","[c]","27450","24560"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Male","105","[c]","28220","26480"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","60","[c]","49560","52080"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","95","[c]","54270","52080"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","85","[c]","33940","29490"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","75","[c]","41520","34770"
"Leaver CS","2021","No function","Department for International Trade","Department for International Trade","Female","40","[c]","35330","18200"
"Leaver CS","2021","No function","Department for International Trade","Department for International Trade","Male","45","[c]","40200","32250"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Female","145","[c]","20970","21590"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Male","85","[c]","21470","21590"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Female","65","[c]","25690","25900"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Male","140","[c]","28850","26780"
"Leaver CS","2021","No function","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Food Standards Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","Female","55","[c]","36600","30820"
"Leaver CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","Male","55","[c]","52030","45240"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Female","805","[c]","21180","19930"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Male","440","[c]","21090","20100"
"Leaver CS","2021","No function","HM Land Registry","HM Land Registry","Female","115","[c]","27390","27130"
"Leaver CS","2021","No function","HM Land Registry","HM Land Registry","Male","80","[c]","27840","27130"
"Leaver CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Female","1885","[c]","28690","25850"
"Leaver CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Male","2220","[c]","36630","31650"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Ministry of Justice","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Ministry of Justice","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","Male","60","[c]","41610","38850"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","25","[c]","[c]","[c]"
