"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Food Standards Agency","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Commercial","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Communications","AO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Communications","HEO","15","15","37680","38600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Communications","SEO","15","15","44260","45840"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","15","15","27920","27060"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","HEO","15","15","34420","33930"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO","15","15","39870","39190"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Economics","AO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Economics","G7","20","20","48260","51500"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Economics","HEO","20","20","34740","35360"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Economics","SEO","15","15","34200","30600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Finance","EO","10","10","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Finance","G7","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Finance","HEO","20","20","34160","33930"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Finance","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","AO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","G7","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","HEO","20","20","32600","32000"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","HEO","35","35","34850","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Knowledge and Information Management","EO","10","10","27810","26840"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Legal","AO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","AO","90","90","24420","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","EO","50","50","27670","27130"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","HEO","15","15","37580","38600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Other","G7","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Other","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Policy","AO","35","35","27600","28000"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Policy","EO","100","100","29880","29300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Policy","G7","75","75","51220","53000"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Policy","HEO","475","475","35350","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Policy","SEO","35","35","40560","41460"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","EO","15","15","27160","26120"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","G7","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","HEO","40","40","36350","38600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","SEO","10","10","39290","39580"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Property","EO","20","20","27360","26650"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Property","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Property","Unknown","20","20","23240","21600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Security","AO","10","10","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Security","EO","15","15","28170","27150"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Security","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","AO","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","HEO","35","35","35830","36990"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Digital, Data and Technology","AA","15","15","21300","21040"
"In post","2021","20-29","HM Land Registry","Digital, Data and Technology","AO","10","10","22700","22350"
"In post","2021","20-29","HM Land Registry","Digital, Data and Technology","EO","55","55","29260","29760"
"In post","2021","20-29","HM Land Registry","Digital, Data and Technology","HEO","35","35","37840","38450"
"In post","2021","20-29","HM Land Registry","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Human Resources","G7","[c]","[c]","[c]","[c]"
