"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","Heterosexual / straight","60","60","56130","51270"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","Heterosexual / straight","70","65","62960","59140"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","Heterosexual / straight","30","30","50040","45890"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","Heterosexual / straight","100","100","69190","72430"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Heterosexual / straight","305","295","59750","56360"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Undeclared","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Heterosexual / straight","180","165","26020","22570"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Undeclared","25","20","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Unknown","65","65","24300","22570"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","Heterosexual / straight","250","240","34760","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","LGBO","10","10","[c]","[c]"
